Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,61.99,6,CASE 30lb,Dairy,3,5lb BAG,OZ-wt,80,1,1,11/26/2017 12:00:00 AM,0
1,Cheddar,46.99,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,1,11/26/2017 12:00:00 AM,0
2,Pepper Jack,48.83,4,CASE 20lb,Dairy,3,5lb BAG,OZ-wt,80,1,1,11/26/2017 12:00:00 AM,0
5,Sour Cream,13.04,2,2 x 5lb,Dairy,1,5lb BUCKET,OZ-wt,160,0.95,1,11/26/2017 12:00:00 AM,0
11,Pesto,106,2,2/22lb,Dairy,3,BAG,OZ-wt,4,970000,1,11/26/2017 12:00:00 AM,0
19,Mayonnaise,25.75,4,4 GAL,Grocery,4,JUG,EA,4,10000,1,11/26/2017 12:00:00 AM,0
21,Macaroni,17.72,2,20lb CASE,Grocery,3,BAG,EA,160,2.41,4,11/26/2017 12:00:00 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,8,CAN,EA,12,100,1,11/26/2017 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,5.25,JUG,OZ-fl,128,99,2,11/26/2017 12:00:00 AM,0
54,Yellow Onions,16.95,4,20lbs,Produce,8,BAG,OZ-wt,800,85,8,11/26/2017 12:00:00 AM,0
55,Red Onions,12.99,1,25lb,Produce,0.75,BAG,OZ-wt,400,8500,1,11/26/2017 12:00:00 AM,0
56,Potatoes,13.79,1,50lb,Produce,1,1/2 CASE,OZ-wt,800,850000,1,11/26/2017 12:00:00 AM,0
57,Spinach,15.79,4,4x2.5lb,Produce,0,BAG,OZ-wt,160,99,2,11/26/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,0,BAG,OZ-wt,48,9800,2,11/26/2017 12:00:00 AM,0
59,Mushrooms,16.9,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,4,11/26/2017 12:00:00 AM,0
60,Cucumbers,21.8,1,36 COUNT,Produce,0.4,CASE,OZ-wt,420,950000,1,11/26/2017 12:00:00 AM,0
61,Tomatoes,17.9,1,25lb,Produce,1,CASE,OZ-wt,400,0.95,2,11/26/2017 12:00:00 AM,0
64,Fresh Basil,8.99,1,1lb,Produce,0.25,BAG,OZ-wt,16,65,1,11/26/2017 12:00:00 AM,0
71,Garlic Peeled,18.63,1,5lbs,Produce,1,JAR,OZ-wt,114.29,98,1,11/26/2017 12:00:00 AM,0
72,Chicken Breast,42.99,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,3,11/26/2017 12:00:00 AM,0
74,Italian Sausage,47.95,4,20lb CASE,Meats,4,BAG,OZ-wt,160,91,2,11/26/2017 12:00:00 AM,0
75,Bacon Bits,54.99,2,10lb CASE,Meats,2,BAG,OZ-wt,80,1,3,11/26/2017 12:00:00 AM,0
131,Jalapenos Nacho Sliced,19.99,6,EA,Grocery,3,CAN,OZ-wt,1,,1,11/26/2017 12:00:00 AM,0
