Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,54.49,6,CASE 30lb,Dairy,0,5lb BAG,OZ-wt,80,1,3,1/17/2018 12:00:00 AM,0
1,Cheddar,41.14,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,4,1/17/2018 12:00:00 AM,0
2,Pepper Jack,47.79,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,1,1/17/2018 12:00:00 AM,0
8,Eggs,16.98,6,15 DOZEN,Dairy,0,TRAY,EA,180,95,1,1/17/2018 12:00:00 AM,0
11,Pesto,106,2,2/22lb,Dairy,0,BAG,OZ-wt,4,970000,1,1/17/2018 12:00:00 AM,0
13,Pizza Sauce,21.45,6,6# CANS,Grocery,0,CAN,EA,6,100,1,1/17/2018 12:00:00 AM,0
19,Mayonnaise,25.75,4,4 GAL,Grocery,0,JUG,EA,4,10000,1,1/17/2018 12:00:00 AM,0
21,Macaroni,17.82,2,20lb CASE,Grocery,0,BAG,EA,160,2.41,4,1/17/2018 12:00:00 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,0,CAN,EA,12,100,2,1/17/2018 12:00:00 AM,0
34,Canola Oil,24.55,1,35lb JUG,Grocery,0,JUG,OZ-wt,800,99,1,1/17/2018 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,0,JUG,OZ-fl,128,99,1,1/17/2018 12:00:00 AM,0
49,Salt,5.9,1,EA,Herbs,0,Container,TBL,615,100,1,1/17/2018 12:00:00 AM,0
54,Yellow Onions,16.95,4,20lbs,Produce,0,BAG,OZ-wt,800,85,5,1/17/2018 12:00:00 AM,0
55,Red Onions,12.99,1,25lb,Produce,0,BAG,OZ-wt,400,8500,1,1/17/2018 12:00:00 AM,0
56,Potatoes,17.47,1,50lb,Produce,0,1/2 CASE,OZ-wt,800,850000,1,1/17/2018 12:00:00 AM,0
57,Spinach,16.5,4,4x2.5lb,Produce,0,BAG,OZ-wt,160,99,3,1/17/2018 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,0,BAG,OZ-wt,48,9800,2,1/17/2018 12:00:00 AM,0
59,Mushrooms,16.9,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,5,1/17/2018 12:00:00 AM,0
60,Cucumbers,21.8,1,36 COUNT,Produce,0,CASE,OZ-wt,420,950000,1,1/17/2018 12:00:00 AM,0
61,Tomatoes,17.9,1,25lb,Produce,0,CASE,OZ-wt,400,0.95,2,1/17/2018 12:00:00 AM,0
64,Fresh Basil,8.99,1,1lb,Produce,0,BAG,OZ-wt,16,65,1,1/17/2018 12:00:00 AM,0
71,Garlic Peeled,16.99,1,5lbs,Produce,0,JAR,OZ-wt,114.29,98,1,1/17/2018 12:00:00 AM,0
72,Chicken Breast,41.98,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,5,1/17/2018 12:00:00 AM,0
74,Italian Sausage,47.5,4,20lb CASE,Meats,0,BAG,OZ-wt,160,91,2,1/17/2018 12:00:00 AM,0
75,Bacon Bits,53.49,2,10lb CASE,Meats,0,BAG,OZ-wt,80,1,4,1/17/2018 12:00:00 AM,0
