Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,69.48,6,CASE 30lb,Dairy,3,5lb BAG,OZ-wt,480,1,2,5/21/2017 12:00:00 AM,0
1,Cheddar,45.95,4,CASE 20lb,Dairy,8,5lb BAG,OZ-wt,320,1,3,5/21/2017 12:00:00 AM,0
11,Pesto,106,2,2/22lb,Dairy,2,BAG,OZ-wt,4,970000,1,5/21/2017 12:00:00 AM,0
13,Pizza Sauce,20.95,6,6# CANS,Grocery,5,CAN,EA,6,100,1,5/21/2017 12:00:00 AM,0
19,Mayonnaise,23.77,4,4 GAL,Grocery,8,JUG,EA,4,10000,1,5/21/2017 12:00:00 AM,0
21,Macaroni,17.75,2,20lb CASE,Grocery,4,BAG,EA,320,241,4,5/21/2017 12:00:00 AM,0
23,Roasted Bell Peppers,37.44,6,6# CANS,Grocery,0,CAN,OZ-wt,360,98,1,5/21/2017 12:00:00 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,29,CAN,EA,12,100,2,5/21/2017 12:00:00 AM,0
34,Canola Oil,22.87,1,35lb JUG,Grocery,1,JUG,OZ-wt,800,99,1,5/21/2017 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,1,JUG,OZ-fl,768,99,2,5/21/2017 12:00:00 AM,0
37,Flour,6.88,1,25lb,Grocery,1.1,BAG,CUP,66.67,10000,1,5/21/2017 12:00:00 AM,0
54,Yellow Onions,13.04,1,50lb,Produce,0,BAG,OZ-wt,800,85,3,5/21/2017 12:00:00 AM,0
56,Potatoes,12.5,1,50lb,Produce,1,1/2 CASE,OZ-wt,800,850000,1,5/21/2017 12:00:00 AM,0
57,Spinach,15.75,4,4x2.5lb,Produce,2,BAG,OZ-wt,160,99,1,5/21/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,1,BAG,OZ-wt,48,9800,1,5/21/2017 12:00:00 AM,0
59,Mushrooms,18,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,3,5/21/2017 12:00:00 AM,0
60,Cucumbers,17.99,1,36 COUNT,Produce,0.8,CASE,OZ-wt,420,950000,1,5/21/2017 12:00:00 AM,0
61,Tomatoes,9.5,1,25lb,Produce,1,CASE,OZ-wt,400,97,2,5/21/2017 12:00:00 AM,0
64,Fresh Basil,8.3,1,1lb,Produce,0.3,BAG,OZ-wt,16,65,1,5/21/2017 12:00:00 AM,0
65,Jalapenos,22.89,1,40lbs,Produce,0.4,BAG,OZ-wt,32,95,1,5/21/2017 12:00:00 AM,0
66,Pineapple,16.99,6,6 COUNT,Produce,5,EACH,OZ-wt,44,100,1,5/21/2017 12:00:00 AM,0
71,Garlic Peeled,18,1,5lbs,Produce,0.1,JAR,OZ-wt,114.29,98,1,5/21/2017 12:00:00 AM,0
72,Chicken Breast,67.65,1,40lb CASE,Poultry,2,CASE,OZ-wt,640,85,3,5/21/2017 12:00:00 AM,0
74,Italian Sausage,42.5,4,20lb CASE,Meats,7.5,BAG,OZ-wt,160,91,2,5/21/2017 12:00:00 AM,0
75,Bacon Bits,51.32,2,10lb CASE,Meats,2,BAG,OZ-wt,160,100,2,5/21/2017 12:00:00 AM,0
