Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
6,Heavy Cream,Dairy,1/2 Gallon,3,1/2 GALLON,1,CUP,48,1,5.99,6,,6
9,Whole Milk,Dairy,2 GALLON,35,GALLON,2,CUP,16,100,5.49,28,,6
