Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
0,Mozzarella,1,73.95,Dairy,CASE 30lb,9,5lb BAG,6,OZ-wt,480,1,8/30/2017 12:00:00 AM,0
1,Cheddar,2,48.23,Dairy,CASE 20lb,8,5lb BAG,4,OZ-wt,320,1,8/30/2017 12:00:00 AM,0
19,Mayonnaise,1,24.95,Grocery,4 GAL,2,JUG,4,EA,4,10000,8/30/2017 12:00:00 AM,0
25,Tomato Juice,1,15.79,Grocery,12x48oz CANS,31,CAN,12,EA,12,100,8/30/2017 12:00:00 AM,0
34,Canola Oil,1,24.05,Grocery,35lb JUG,0.4,JUG,1,OZ-wt,800,99,8/30/2017 12:00:00 AM,0
54,Yellow Onions,2,13.76,Produce,50lb,0,BAG,1,OZ-wt,800,85,8/30/2017 12:00:00 AM,0
55,Red Onions,1,13.95,Produce,25lb,1,BAG,1,OZ-wt,400,8500,8/30/2017 12:00:00 AM,0
56,Potatoes,1,15.95,Produce,50lb,1.5,1/2 CASE,1,OZ-wt,800,850000,8/30/2017 12:00:00 AM,0
57,Spinach,1,15.79,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,8/30/2017 12:00:00 AM,0
58,Mixed Greens,1,5.99,Produce,3lb,1,BAG,1,OZ-wt,48,9800,8/30/2017 12:00:00 AM,0
59,Mushrooms,4,18.95,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,8/30/2017 12:00:00 AM,0
61,Tomatoes,1,14.49,Produce,25lb,0.5,CASE,1,OZ-wt,400,97,8/30/2017 12:00:00 AM,0
72,Chicken Breast,3,65.79,Poultry,40lb CASE,1,CASE,1,OZ-wt,640,85,8/30/2017 12:00:00 AM,0
74,Italian Sausage,2,46.95,Meats,20lb CASE,8,BAG,4,OZ-wt,160,91,8/30/2017 12:00:00 AM,0
75,Bacon Bits,2,53.99,Meats,10lb CASE,4,BAG,2,OZ-wt,160,100,8/30/2017 12:00:00 AM,0
