Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,69.75,6,CASE 30lb,Dairy,3,5lb BAG,OZ-wt,480,1,1,6/14/2017 12:00:00 AM,0
1,Cheddar,47,4,CASE 20lb,Dairy,8,5lb BAG,OZ-wt,320,1,3,6/14/2017 12:00:00 AM,0
11,Pesto,106,2,2/22lb,Dairy,1,BAG,OZ-wt,4,970000,1,6/14/2017 12:00:00 AM,0
14,Stewed Tomatoes,14.97,6,6# CANS,Grocery,5,CAN,EA,6,100,1,6/14/2017 12:00:00 AM,0
20,BBQ Sauce,42.34,4,CS 39.5lbs,Grocery,3,JUG,OZ-wt,632,9800,1,6/14/2017 12:00:00 AM,0
21,Macaroni,17.75,2,20lb CASE,Grocery,13,BAG,EA,320,241,2,6/14/2017 12:00:00 AM,0
23,Roasted Bell Peppers,37.44,6,6# CANS,Grocery,6,CAN,OZ-wt,360,98,1,6/14/2017 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,3.25,JUG,OZ-fl,768,99,1,6/14/2017 12:00:00 AM,0
54,Yellow Onions,14,1,50lb,Produce,0,BAG,OZ-wt,800,85,3,6/14/2017 12:00:00 AM,0
55,Red Onions,10.89,1,25lb,Produce,0.5,BAG,OZ-wt,400,8500,1,6/14/2017 12:00:00 AM,0
56,Potatoes,11.3,1,50lb,Produce,0.25,1/2 CASE,OZ-wt,800,850000,1,6/14/2017 12:00:00 AM,0
57,Spinach,15.75,4,4x2.5lb,Produce,1,BAG,OZ-wt,160,99,2,6/14/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,1,BAG,OZ-wt,48,9800,2,6/14/2017 12:00:00 AM,0
59,Mushrooms,18,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,4,6/14/2017 12:00:00 AM,0
61,Tomatoes,12.75,1,25lb,Produce,0.5,CASE,OZ-wt,400,97,1,6/14/2017 12:00:00 AM,0
64,Fresh Basil,8.3,1,1lb,Produce,1.1,BAG,OZ-wt,16,65,1,6/14/2017 12:00:00 AM,0
72,Chicken Breast,76.55,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,3,6/14/2017 12:00:00 AM,0
74,Italian Sausage,45.5,4,20lb CASE,Meats,7,BAG,OZ-wt,160,91,2,6/14/2017 12:00:00 AM,0
75,Bacon Bits,51.32,2,10lb CASE,Meats,2,BAG,OZ-wt,160,100,2,6/14/2017 12:00:00 AM,0
