Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
1,Cheddar,1,44.75,Dairy,CASE 20lb,8,5lb BAG,4,OZ-wt,320,1,7/29/2017 12:00:00 AM,0
5,Sour Cream,1,13.01,Dairy,2 x 5lb,0,5lb BUCKET,2,OZ-wt,160,95,7/29/2017 12:00:00 AM,0
21,Macaroni,1,17.69,Grocery,20lb CASE,5,BAG,2,EA,320,241,7/29/2017 12:00:00 AM,0
23,Roasted Bell Peppers,1,37.44,Grocery,6# CANS,2,CAN,6,OZ-wt,360,98,7/29/2017 12:00:00 AM,0
36,Olive Oil,1,50.8,Grocery,6 GAL,7.75,JUG,6,OZ-fl,768,99,7/29/2017 12:00:00 AM,0
54,Yellow Onions,2,14.99,Produce,50lb,0,BAG,1,OZ-wt,800,85,7/29/2017 12:00:00 AM,0
57,Spinach,2,15.79,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,7/29/2017 12:00:00 AM,0
58,Mixed Greens,1,5.99,Produce,3lb,1,BAG,1,OZ-wt,48,9800,7/29/2017 12:00:00 AM,0
59,Mushrooms,2,18.99,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,7/29/2017 12:00:00 AM,0
61,Tomatoes,1,15.3,Produce,25lb,0.5,CASE,1,OZ-wt,400,97,7/29/2017 12:00:00 AM,0
72,Chicken Breast,1,73.95,Poultry,40lb CASE,1,CASE,1,OZ-wt,640,85,7/29/2017 12:00:00 AM,0
74,Italian Sausage,1,47.04,Meats,20lb CASE,8,BAG,4,OZ-wt,160,91,7/29/2017 12:00:00 AM,0
75,Bacon Bits,1,53.99,Meats,10lb CASE,4,BAG,2,OZ-wt,160,100,7/29/2017 12:00:00 AM,0
