Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,66.55,6,CASE 30lb,Dairy,6,5lb BAG,OZ-wt,480,1,2,5/31/2017 12:00:00 AM,0
1,Cheddar,44.2,4,CASE 20lb,Dairy,5,5lb BAG,OZ-wt,320,1,2,5/31/2017 12:00:00 AM,0
4,Butter,81.09,30,CASE 30lb,Dairy,26,1lb,OZ-wt,480,1,1,5/31/2017 12:00:00 AM,0
13,Pizza Sauce,20.95,6,6# CANS,Grocery,5,CAN,EA,6,100,1,5/31/2017 12:00:00 AM,0
19,Mayonnaise,23.77,4,4 GAL,Grocery,2,JUG,EA,4,10000,1,5/31/2017 12:00:00 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,22,CAN,EA,12,100,2,5/31/2017 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,0.5,JUG,OZ-fl,768,99,1,5/31/2017 12:00:00 AM,0
49,Salt,5.9,1,EA,Herbs,1.25,Container,TBL,615,100,1,5/31/2017 12:00:00 AM,0
54,Yellow Onions,13.04,1,50lb,Produce,0,BAG,OZ-wt,800,85,3,5/31/2017 12:00:00 AM,0
57,Spinach,15.75,4,4x2.5lb,Produce,4,BAG,OZ-wt,160,99,2,5/31/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,0,BAG,OZ-wt,48,9800,1,5/31/2017 12:00:00 AM,0
59,Mushrooms,18,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,2,5/31/2017 12:00:00 AM,0
61,Tomatoes,9.5,1,25lb,Produce,0,CASE,OZ-wt,400,97,2,5/31/2017 12:00:00 AM,0
64,Fresh Basil,8.3,1,1lb,Produce,0.1,BAG,OZ-wt,16,65,1,5/31/2017 12:00:00 AM,0
66,Pineapple,16.99,6,6 COUNT,Produce,4,EACH,OZ-wt,44,100,1,5/31/2017 12:00:00 AM,0
71,Garlic Peeled,18,1,5lbs,Produce,0,JAR,OZ-wt,114.29,98,1,5/31/2017 12:00:00 AM,0
72,Chicken Breast,74.8,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,4,5/31/2017 12:00:00 AM,0
73,Ground Beef,32,2,20lb CASE,Meats,4,LOG,EA,2,10000,1,5/31/2017 12:00:00 AM,0
74,Italian Sausage,42.5,4,20lb CASE,Meats,8.5,BAG,OZ-wt,160,91,2,5/31/2017 12:00:00 AM,0
75,Bacon Bits,51.32,2,10lb CASE,Meats,4,BAG,OZ-wt,160,100,2,5/31/2017 12:00:00 AM,0
