Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
6,Heavy Cream,Dairy,1/2 Gallon,1,1/2 GALLON,1,CUP,48,1000000,5.99,4,7/6/2017 12:00:00 AM,6
9,Whole Milk,Dairy,2 GALLON,18,GALLON,2,CUP,32,100,5.39,16,7/6/2017 12:00:00 AM,6
