Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,72.8,6,CASE 30lb,Dairy,4,5lb BAG,OZ-wt,80,1,2,10/1/2017 12:00:00 AM,0
1,Cheddar,47.33,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,3,10/1/2017 12:00:00 AM,0
11,Pesto,106,2,2/22lb,Dairy,0,BAG,OZ-wt,4,970000,1,10/1/2017 12:00:00 AM,0
13,Pizza Sauce,21.4,6,6# CANS,Grocery,8,CAN,EA,6,100,1,10/1/2017 12:00:00 AM,0
20,BBQ Sauce,42.79,4,CS 39.5lbs,Grocery,4,JUG,OZ-wt,632,9800,1,10/1/2017 12:00:00 AM,0
21,Macaroni,17.72,2,20lb CASE,Grocery,4,BAG,EA,160,1,5,10/1/2017 12:00:00 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,20,CAN,EA,12,100,3,10/1/2017 12:00:00 AM,0
34,Canola Oil,24.4,1,35lb JUG,Grocery,0.5,JUG,OZ-wt,800,99,1,10/1/2017 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,7.75,JUG,OZ-fl,128,99,1,10/1/2017 12:00:00 AM,0
54,Yellow Onions,13.79,1,50lb,Produce,0,BAG,OZ-wt,800,85,3,10/1/2017 12:00:00 AM,0
56,Potatoes,13.88,1,50lb,Produce,0.5,1/2 CASE,OZ-wt,800,850000,1,10/1/2017 12:00:00 AM,0
57,Spinach,15.79,4,4x2.5lb,Produce,0,BAG,OZ-wt,160,99,2,10/1/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,1,BAG,OZ-wt,48,9800,1,10/1/2017 12:00:00 AM,0
59,Mushrooms,18.95,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,4,10/1/2017 12:00:00 AM,0
60,Cucumbers,19.99,1,36 COUNT,Produce,0.1,CASE,OZ-wt,420,950000,1,10/1/2017 12:00:00 AM,0
61,Tomatoes,13.75,1,25lb,Produce,0.25,CASE,OZ-wt,400,97,1,10/1/2017 12:00:00 AM,0
64,Fresh Basil,8.99,1,1lb,Produce,1,BAG,OZ-wt,16,65,1,10/1/2017 12:00:00 AM,0
66,Pineapple,16.99,6,6 COUNT,Produce,0,EACH,OZ-wt,44,100,1,10/1/2017 12:00:00 AM,0
71,Garlic Peeled,18.29,1,5lbs,Produce,0,JAR,OZ-wt,114.29,98,1,10/1/2017 12:00:00 AM,0
72,Chicken Breast,64.95,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,3,10/1/2017 12:00:00 AM,0
74,Italian Sausage,47.95,4,20lb CASE,Meats,8,BAG,OZ-wt,160,91,1,10/1/2017 12:00:00 AM,0
75,Bacon Bits,53.99,2,10lb CASE,Meats,2,BAG,OZ-wt,160,100,3,10/1/2017 12:00:00 AM,0
