Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
0,Mozzarella,2,72.8,Dairy,CASE 30lb,5,5lb BAG,6,OZ-wt,80,1,9/20/2017 12:00:00 AM,0
1,Cheddar,3,47.33,Dairy,CASE 20lb,5,5lb BAG,4,OZ-wt,80,1,9/20/2017 12:00:00 AM,0
4,Butter,1,91.85,Dairy,CASE 30lb,24,1lb,30,OZ-wt,16,1,9/20/2017 12:00:00 AM,0
13,Pizza Sauce,1,21.4,Grocery,6# CANS,8,CAN,6,EA,6,100,9/20/2017 12:00:00 AM,0
14,Stewed Tomatoes,1,15.47,Grocery,6# CANS,6,CAN,6,EA,6,100,9/20/2017 12:00:00 AM,0
25,Tomato Juice,2,15.79,Grocery,12x48oz CANS,20,CAN,12,EA,12,100,9/20/2017 12:00:00 AM,0
36,Olive Oil,1,50.8,Grocery,6 GAL,2.6,JUG,6,OZ-fl,128,99,9/20/2017 12:00:00 AM,0
48,Pepper,1,45.88,Herbs,5lbs,55.8,OZ-wt,80,TBL,312.2,100,9/20/2017 12:00:00 AM,0
54,Yellow Onions,3,13.79,Produce,50lb,0,BAG,1,OZ-wt,800,85,9/20/2017 12:00:00 AM,0
55,Red Onions,1,12.99,Produce,25lb,1,BAG,1,OZ-wt,400,8500,9/20/2017 12:00:00 AM,0
57,Spinach,2,15.79,Produce,4x2.5lb,4,BAG,4,OZ-wt,160,99,9/20/2017 12:00:00 AM,0
58,Mixed Greens,2,5.99,Produce,3lb,1,BAG,1,OZ-wt,48,9800,9/20/2017 12:00:00 AM,0
59,Mushrooms,5,18.95,Produce,10lb CASE,1.5,FLAT,1,OZ-wt,160,95,9/20/2017 12:00:00 AM,0
61,Tomatoes,2,13.75,Produce,25lb,1,CASE,1,OZ-wt,400,97,9/20/2017 12:00:00 AM,0
62,Avocado,0,75.94,Produce,60 COUNT,48,EACH,60,EA,24,10000,9/20/2017 12:00:00 AM,0
66,Pineapple,1,16.99,Produce,6 COUNT,2,EACH,6,OZ-wt,44,100,9/20/2017 12:00:00 AM,0
71,Garlic Peeled,1,18.29,Produce,5lbs,0,JAR,1,OZ-wt,114.29,98,9/20/2017 12:00:00 AM,0
72,Chicken Breast,4,64.95,Poultry,40lb CASE,1,CASE,1,OZ-wt,640,85,9/20/2017 12:00:00 AM,0
74,Italian Sausage,3,47.95,Meats,20lb CASE,11,BAG,4,OZ-wt,160,91,9/20/2017 12:00:00 AM,0
75,Bacon Bits,3,53.99,Meats,10lb CASE,3,BAG,2,OZ-wt,160,100,9/20/2017 12:00:00 AM,0
