Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
1,Cheddar,1,48.23,Dairy,CASE 20lb,8,5lb BAG,4,OZ-wt,320,1,8/23/2017 12:00:00 AM,0
5,Sour Cream,1,13.04,Dairy,2 x 5lb,0,5lb BUCKET,2,OZ-wt,160,95,8/23/2017 12:00:00 AM,0
21,Macaroni,2,17.69,Grocery,20lb CASE,3,BAG,2,EA,320,241,8/23/2017 12:00:00 AM,0
49,Salt,1,5.9,Herbs,EA,0.9,Container,1,TBL,615,100,8/23/2017 12:00:00 AM,0
54,Yellow Onions,2,14.99,Produce,50lb,0,BAG,1,OZ-wt,800,85,8/23/2017 12:00:00 AM,0
57,Spinach,2,15.79,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,8/23/2017 12:00:00 AM,0
58,Mixed Greens,1,5.99,Produce,3lb,1,BAG,1,OZ-wt,48,9800,8/23/2017 12:00:00 AM,0
59,Mushrooms,3,18.95,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,8/23/2017 12:00:00 AM,0
61,Tomatoes,1,13.77,Produce,25lb,0.5,CASE,1,OZ-wt,400,97,8/23/2017 12:00:00 AM,0
64,Fresh Basil,1,8.99,Produce,1lb,1,BAG,1,OZ-wt,16,65,8/23/2017 12:00:00 AM,0
66,Pineapple,1,16.99,Produce,6 COUNT,7,EACH,6,OZ-wt,44,100,8/23/2017 12:00:00 AM,0
71,Garlic Peeled,1,17.95,Produce,5lbs,1,JAR,1,OZ-wt,114.29,98,8/23/2017 12:00:00 AM,0
72,Chicken Breast,3,66.99,Poultry,40lb CASE,1,CASE,1,OZ-wt,640,85,8/23/2017 12:00:00 AM,0
74,Italian Sausage,1,46.95,Meats,20lb CASE,8,BAG,4,OZ-wt,160,91,8/23/2017 12:00:00 AM,0
75,Bacon Bits,1,53.99,Meats,10lb CASE,4,BAG,2,OZ-wt,160,100,8/23/2017 12:00:00 AM,0
