Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,69.48,6,CASE 30lb,Dairy,6,5lb BAG,OZ-wt,480,1,1,5/28/2017 12:00:00 AM,0
1,Cheddar,45.95,4,CASE 20lb,Dairy,5,5lb BAG,OZ-wt,320,1,3,5/28/2017 12:00:00 AM,0
5,Sour Cream,12.5,2,2 x 5lb,Dairy,1,5lb BUCKET,OZ-wt,160,95,1,5/28/2017 12:00:00 AM,0
11,Pesto,106,2,2/22lb,Dairy,0,BAG,OZ-wt,4,970000,1,5/28/2017 12:00:00 AM,0
14,Stewed Tomatoes,14.97,6,6# CANS,Grocery,8,CAN,EA,6,100,1,5/28/2017 12:00:00 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,22,CAN,EA,12,100,2,5/28/2017 12:00:00 AM,0
54,Yellow Onions,13.04,1,50lb,Produce,0,BAG,OZ-wt,800,85,3,5/28/2017 12:00:00 AM,0
56,Potatoes,12.5,1,50lb,Produce,0.25,1/2 CASE,OZ-wt,800,850000,1,5/28/2017 12:00:00 AM,0
57,Spinach,15.75,4,4x2.5lb,Produce,4,BAG,OZ-wt,160,99,2,5/28/2017 12:00:00 AM,0
58,Mixed Greens,5.99,1,3lb,Produce,0,BAG,OZ-wt,48,9800,1,5/28/2017 12:00:00 AM,0
59,Mushrooms,18,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,4,5/28/2017 12:00:00 AM,0
60,Cucumbers,17.99,1,36 COUNT,Produce,0,CASE,OZ-wt,420,950000,1,5/28/2017 12:00:00 AM,0
61,Tomatoes,9.5,1,25lb,Produce,0,CASE,OZ-wt,400,97,1,5/28/2017 12:00:00 AM,0
63,Celery,38,24,24 COUNT,Produce,0,1/2 CASE,BUNCH,12,100,1,5/28/2017 12:00:00 AM,0
66,Pineapple,16.99,6,6 COUNT,Produce,4,EACH,OZ-wt,44,100,1,5/28/2017 12:00:00 AM,0
71,Garlic Peeled,18,1,5lbs,Produce,0,JAR,OZ-wt,114.29,98,1,5/28/2017 12:00:00 AM,0
72,Chicken Breast,67.65,1,40lb CASE,Poultry,0,CASE,OZ-wt,640,85,1,5/28/2017 12:00:00 AM,0
75,Bacon Bits,51.32,2,10lb CASE,Meats,4,BAG,OZ-wt,160,100,1,5/28/2017 12:00:00 AM,0
