Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
19,Mayonnaise,1,32.15,Grocery,4 GAL,7,JUG,4,EA,1,1,3/5/2018 12:00:00 AM,0
59,Mushrooms,2,26.95,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,0.9,3/5/2018 10:48:08 AM,10
