Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
0,Mozzarella,1,73.95,Dairy,CASE 30lb,3,5lb BAG,6,OZ-wt,80,1,9/10/2017 12:00:00 AM,0
1,Cheddar,1,47.33,Dairy,CASE 20lb,6,5lb BAG,4,OZ-wt,80,1,9/10/2017 12:00:00 AM,0
14,Stewed Tomatoes,1,15.79,Grocery,6# CANS,5,CAN,6,EA,6,100,9/10/2017 12:00:00 AM,0
21,Macaroni,3,17.72,Grocery,20lb CASE,9,BAG,2,EA,320,241,9/10/2017 12:00:00 AM,0
25,Tomato Juice,1,15.79,Grocery,12x48oz CANS,21,CAN,12,EA,12,100,9/10/2017 12:00:00 AM,0
34,Canola Oil,1,24.4,Grocery,35lb JUG,0.5,JUG,1,OZ-wt,800,99,9/10/2017 12:00:00 AM,0
36,Olive Oil,1,50.8,Grocery,6 GAL,6,JUG,6,OZ-fl,768,99,9/10/2017 12:00:00 AM,0
54,Yellow Onions,2,13.79,Produce,50lb,1,BAG,1,OZ-wt,800,85,9/10/2017 12:00:00 AM,0
57,Spinach,1,15.79,Produce,4x2.5lb,2,BAG,4,OZ-wt,160,99,9/10/2017 12:00:00 AM,0
59,Mushrooms,2,18.95,Produce,10lb CASE,2,FLAT,1,OZ-wt,160,95,9/10/2017 12:00:00 AM,0
61,Tomatoes,1,14.75,Produce,25lb,0.25,CASE,1,OZ-wt,400,97,9/10/2017 12:00:00 AM,0
64,Fresh Basil,1,8.99,Produce,1lb,2,BAG,1,OZ-wt,16,65,9/10/2017 12:00:00 AM,0
66,Pineapple,1,16.99,Produce,6 COUNT,5,EACH,6,OZ-wt,44,100,9/10/2017 12:00:00 AM,0
71,Garlic Peeled,1,18.29,Produce,5lbs,0,JAR,1,OZ-wt,114.29,98,9/10/2017 12:00:00 AM,0
75,Bacon Bits,1,53.99,Meats,10lb CASE,2,BAG,2,OZ-wt,160,100,9/10/2017 12:00:00 AM,0
