Id,Name,LastOrderAmount,LastPurchasedPrice,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedDate,LastVendorId
0,Mozzarella,2,73.95,Dairy,CASE 30lb,9,5lb BAG,6,OZ-wt,480,1,8/20/2017 12:00:00 AM,0
1,Cheddar,2,48.23,Dairy,CASE 20lb,8,5lb BAG,4,OZ-wt,320,1,8/20/2017 12:00:00 AM,0
11,Pesto,1,106,Dairy,2/22lb,1,BAG,2,OZ-wt,4,970000,8/20/2017 12:00:00 AM,0
13,Pizza Sauce,1,21.4,Grocery,6# CANS,5,CAN,6,EA,6,100,8/20/2017 12:00:00 AM,0
19,Mayonnaise,1,24.95,Grocery,4 GAL,2,JUG,4,EA,4,10000,8/20/2017 12:00:00 AM,0
20,BBQ Sauce,1,42.79,Grocery,CS 39.5lbs,3,JUG,4,OZ-wt,632,9800,8/20/2017 12:00:00 AM,0
21,Macaroni,3,17.69,Grocery,20lb CASE,3,BAG,2,EA,320,241,8/20/2017 12:00:00 AM,0
36,Olive Oil,2,50.8,Grocery,6 GAL,7.2,JUG,6,OZ-fl,768,99,8/20/2017 12:00:00 AM,0
54,Yellow Onions,3,14.99,Produce,50lb,0,BAG,1,OZ-wt,800,85,8/20/2017 12:00:00 AM,0
57,Spinach,2,15.79,Produce,4x2.5lb,0,BAG,4,OZ-wt,160,99,8/20/2017 12:00:00 AM,0
58,Mixed Greens,2,5.99,Produce,3lb,1,BAG,1,OZ-wt,48,9800,8/20/2017 12:00:00 AM,0
59,Mushrooms,3,18.95,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,8/20/2017 12:00:00 AM,0
61,Tomatoes,1,13.77,Produce,25lb,0.5,CASE,1,OZ-wt,400,97,8/20/2017 12:00:00 AM,0
65,Jalapenos,1,24.95,Produce,40lbs,0.9,BAG,1,OZ-wt,32,95,8/20/2017 12:00:00 AM,0
71,Garlic Peeled,1,17.95,Produce,5lbs,1,JAR,1,OZ-wt,114.29,98,8/20/2017 12:00:00 AM,0
72,Chicken Breast,1,66.99,Poultry,40lb CASE,1,CASE,1,OZ-wt,640,85,8/20/2017 12:00:00 AM,0
74,Italian Sausage,2,46.95,Meats,20lb CASE,8,BAG,4,OZ-wt,160,91,8/20/2017 12:00:00 AM,0
75,Bacon Bits,2,53.99,Meats,10lb CASE,4,BAG,2,OZ-wt,160,100,8/20/2017 12:00:00 AM,0
