Id,Name,LastOrderAmount,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastPurchasedDate,LastVendorId
72,Chicken Breast,3,Poultry,40lb CASE,0,CASE,1,OZ-wt,640,0.85,79,1/21/2018 12:00:00 AM,0
75,Bacon Bits,3,Meats,10lb CASE,2,BAG,2,OZ-wt,80,1,53.49,1/21/2018 12:00:00 AM,0
78,Biopack #4,0,Paper Goods,Case,10,Stack,4,Each,40,0.4,79,,3
