02/06/18 - 09:25:30 - INFO - Application starting
02/06/18 - 09:25:30 - INFO - Loading models
02/06/18 - 09:25:31 - INFO - Models loaded
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 281
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 282
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 283
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 284
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 285
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 286
02/06/18 - 09:25:32 - INFO - Inserted BreadOrder: 287
02/06/18 - 09:25:32 - INFO - Upating BreadOrder: 281
02/06/18 - 09:25:32 - INFO - Upating BreadOrder: 282
02/06/18 - 09:25:32 - INFO - Upating BreadOrder: 283
02/06/18 - 09:25:32 - INFO - Upating BreadOrder: 284
02/06/18 - 09:25:32 - INFO - Upating BreadOrder: 285
02/06/18 - 09:25:32 - INFO - Upating BreadOrder: 286
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 287
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 281
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 282
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 283
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 284
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 285
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 286
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 282
02/06/18 - 09:25:33 - INFO - Upating BreadOrder: 287
02/06/18 - 09:25:34 - INFO - Upating BreadOrder: 281
02/06/18 - 09:25:35 - INFO - Upating DailySale: 0
02/06/18 - 09:25:35 - INFO - Upating DailySale: 1
02/06/18 - 09:25:35 - INFO - Upating DailySale: 2
02/06/18 - 09:25:35 - INFO - Upating DailySale: 3
02/06/18 - 09:25:35 - INFO - Upating DailySale: 4
02/06/18 - 09:25:35 - INFO - Upating DailySale: 5
02/06/18 - 09:25:35 - INFO - Upating DailySale: 6
02/06/18 - 09:25:35 - INFO - Upating DailySale: 7
02/06/18 - 09:25:35 - INFO - Upating DailySale: 8
02/06/18 - 09:25:35 - INFO - Upating DailySale: 9
02/06/18 - 09:25:35 - INFO - Upating DailySale: 10
02/06/18 - 09:25:35 - INFO - Upating DailySale: 11
02/06/18 - 09:25:35 - INFO - Upating DailySale: 12
02/06/18 - 09:25:35 - INFO - Upating DailySale: 13
02/06/18 - 09:25:36 - INFO - Upating DailySale: 14
02/06/18 - 09:25:36 - INFO - Upating DailySale: 15
02/06/18 - 09:25:36 - INFO - Upating DailySale: 16
02/06/18 - 09:25:36 - INFO - Upating DailySale: 17
02/06/18 - 09:25:36 - INFO - Upating DailySale: 18
02/06/18 - 09:25:36 - INFO - Upating DailySale: 19
02/06/18 - 09:25:36 - INFO - Upating DailySale: 20
02/06/18 - 09:25:36 - INFO - Upating DailySale: 21
02/06/18 - 09:25:36 - INFO - Upating DailySale: 22
02/06/18 - 09:25:36 - INFO - Upating DailySale: 23
02/06/18 - 09:25:36 - INFO - Upating DailySale: 24
02/06/18 - 09:25:36 - INFO - Upating DailySale: 25
02/06/18 - 09:25:36 - INFO - Upating DailySale: 26
02/06/18 - 09:25:36 - INFO - Upating DailySale: 27
02/06/18 - 09:25:36 - INFO - Upating DailySale: 28
02/06/18 - 09:25:36 - INFO - Upating DailySale: 29
02/06/18 - 09:25:36 - INFO - Upating DailySale: 30
02/06/18 - 09:25:36 - INFO - Upating DailySale: 31
02/06/18 - 09:25:36 - INFO - Upating DailySale: 32
02/06/18 - 09:25:36 - INFO - Upating DailySale: 33
02/06/18 - 09:25:36 - INFO - Upating DailySale: 34
02/06/18 - 09:25:36 - INFO - Upating DailySale: 35
02/06/18 - 09:25:36 - INFO - Upating DailySale: 36
02/06/18 - 09:25:36 - INFO - Upating DailySale: 37
02/06/18 - 09:25:36 - INFO - Upating DailySale: 38
02/06/18 - 09:25:36 - INFO - Upating DailySale: 39
02/06/18 - 09:25:36 - INFO - Upating DailySale: 40
02/06/18 - 09:25:36 - INFO - Upating DailySale: 41
02/06/18 - 09:25:36 - INFO - Upating DailySale: 42
02/06/18 - 09:25:36 - INFO - Upating DailySale: 43
02/06/18 - 09:25:36 - INFO - Upating DailySale: 44
02/06/18 - 09:25:36 - INFO - Upating DailySale: 45
02/06/18 - 09:25:36 - INFO - Upating DailySale: 46
02/06/18 - 09:25:36 - INFO - Upating DailySale: 47
02/06/18 - 09:25:36 - INFO - Upating DailySale: 48
02/06/18 - 09:25:36 - INFO - Upating DailySale: 49
02/06/18 - 09:25:36 - INFO - Upating DailySale: 50
