02/20/18 - 13:04:36 - INFO - Application starting
02/20/18 - 13:04:37 - INFO - Loading models
02/20/18 - 13:04:38 - INFO - Models loaded
02/20/18 - 13:04:40 - INFO - Upating BreadOrder: 317
02/20/18 - 13:04:41 - INFO - Upating DailySale: 0
02/20/18 - 13:04:41 - INFO - Upating DailySale: 1
02/20/18 - 13:04:41 - INFO - Upating DailySale: 2
02/20/18 - 13:04:41 - INFO - Upating DailySale: 3
02/20/18 - 13:04:41 - INFO - Upating DailySale: 4
02/20/18 - 13:04:41 - INFO - Upating DailySale: 5
02/20/18 - 13:04:41 - INFO - Upating DailySale: 6
02/20/18 - 13:04:41 - INFO - Upating DailySale: 7
02/20/18 - 13:04:41 - INFO - Upating DailySale: 8
02/20/18 - 13:04:41 - INFO - Upating DailySale: 9
02/20/18 - 13:04:41 - INFO - Upating DailySale: 10
02/20/18 - 13:04:41 - INFO - Upating DailySale: 11
02/20/18 - 13:04:41 - INFO - Upating DailySale: 12
02/20/18 - 13:04:41 - INFO - Upating DailySale: 13
02/20/18 - 13:04:41 - INFO - Upating DailySale: 14
02/20/18 - 13:04:41 - INFO - Upating DailySale: 15
02/20/18 - 13:04:41 - INFO - Upating DailySale: 16
02/20/18 - 13:04:41 - INFO - Upating DailySale: 17
02/20/18 - 13:04:41 - INFO - Upating DailySale: 18
02/20/18 - 13:04:41 - INFO - Upating DailySale: 19
02/20/18 - 13:04:41 - INFO - Upating DailySale: 20
02/20/18 - 13:04:41 - INFO - Upating DailySale: 21
02/20/18 - 13:04:41 - INFO - Upating DailySale: 22
02/20/18 - 13:04:41 - INFO - Upating DailySale: 23
02/20/18 - 13:04:41 - INFO - Upating DailySale: 24
02/20/18 - 13:04:41 - INFO - Upating DailySale: 25
02/20/18 - 13:04:41 - INFO - Upating DailySale: 26
02/20/18 - 13:04:41 - INFO - Upating DailySale: 27
02/20/18 - 13:04:41 - INFO - Upating DailySale: 28
02/20/18 - 13:04:41 - INFO - Upating DailySale: 29
02/20/18 - 13:04:41 - INFO - Upating DailySale: 30
02/20/18 - 13:04:42 - INFO - Upating DailySale: 31
02/20/18 - 13:04:42 - INFO - Upating DailySale: 32
02/20/18 - 13:04:42 - INFO - Upating DailySale: 33
02/20/18 - 13:04:42 - INFO - Upating DailySale: 34
02/20/18 - 13:04:42 - INFO - Upating DailySale: 35
02/20/18 - 13:04:42 - INFO - Upating DailySale: 36
02/20/18 - 13:04:42 - INFO - Upating DailySale: 37
02/20/18 - 13:04:42 - INFO - Upating DailySale: 38
02/20/18 - 13:04:42 - INFO - Upating DailySale: 39
02/20/18 - 13:04:42 - INFO - Upating DailySale: 40
02/20/18 - 13:04:42 - INFO - Upating DailySale: 41
02/20/18 - 13:04:42 - INFO - Upating DailySale: 42
02/20/18 - 13:04:42 - INFO - Upating DailySale: 43
02/20/18 - 13:04:42 - INFO - Upating DailySale: 44
02/20/18 - 13:04:42 - INFO - Upating DailySale: 45
02/20/18 - 13:04:42 - INFO - Upating DailySale: 46
02/20/18 - 13:04:42 - INFO - Upating DailySale: 47
02/20/18 - 13:04:42 - INFO - Upating DailySale: 48
02/20/18 - 13:04:42 - INFO - Upating DailySale: 49
02/20/18 - 13:04:42 - INFO - Upating DailySale: 50
02/20/18 - 13:04:42 - INFO - Upating DailySale: 51
02/20/18 - 13:04:42 - INFO - Upating DailySale: 52
02/20/18 - 13:04:42 - INFO - Upating DailySale: 53
02/20/18 - 13:04:42 - INFO - Upating DailySale: 54
