02/14/18 - 08:50:24 - INFO - Application starting
02/14/18 - 08:50:24 - INFO - Loading models
02/14/18 - 08:50:29 - INFO - Models loaded
02/14/18 - 08:50:34 - INFO - Upating DailySale: 0
02/14/18 - 08:50:34 - INFO - Upating DailySale: 1
02/14/18 - 08:50:34 - INFO - Upating DailySale: 2
02/14/18 - 08:50:34 - INFO - Upating DailySale: 3
02/14/18 - 08:50:34 - INFO - Upating DailySale: 4
02/14/18 - 08:50:34 - INFO - Upating DailySale: 5
02/14/18 - 08:50:35 - INFO - Upating DailySale: 6
02/14/18 - 08:50:35 - INFO - Upating DailySale: 7
02/14/18 - 08:50:35 - INFO - Upating DailySale: 8
02/14/18 - 08:50:35 - INFO - Upating DailySale: 9
02/14/18 - 08:50:35 - INFO - Upating DailySale: 10
02/14/18 - 08:50:35 - INFO - Upating DailySale: 11
02/14/18 - 08:50:35 - INFO - Upating DailySale: 12
02/14/18 - 08:50:35 - INFO - Upating DailySale: 13
02/14/18 - 08:50:35 - INFO - Upating DailySale: 14
02/14/18 - 08:50:35 - INFO - Upating DailySale: 15
02/14/18 - 08:50:35 - INFO - Upating DailySale: 16
02/14/18 - 08:50:35 - INFO - Upating BreadOrder: 297
02/14/18 - 08:50:35 - INFO - Upating DailySale: 17
02/14/18 - 08:50:35 - INFO - Upating DailySale: 18
02/14/18 - 08:50:36 - INFO - Upating DailySale: 19
02/14/18 - 08:50:36 - INFO - Upating DailySale: 20
02/14/18 - 08:50:36 - INFO - Upating DailySale: 21
02/14/18 - 08:50:37 - INFO - Application closing
02/14/18 - 08:50:37 - INFO - Upating DailySale: 22
02/14/18 - 08:50:37 - INFO - Upating DailySale: 23
02/14/18 - 08:50:37 - INFO - Upating DailySale: 24
02/14/18 - 08:50:37 - INFO - Upating DailySale: 25
02/14/18 - 08:50:37 - INFO - Upating DailySale: 26
02/14/18 - 08:50:37 - INFO - Upating DailySale: 27
02/14/18 - 08:50:37 - INFO - Upating BreadOrder: 295
02/14/18 - 08:50:37 - INFO - Upating DailySale: 28
02/14/18 - 08:50:37 - INFO - Upating DailySale: 29
02/14/18 - 08:50:37 - INFO - Upating BreadOrder: 296
02/14/18 - 08:50:37 - INFO - Upating DailySale: 30
02/14/18 - 08:50:38 - INFO - Upating DailySale: 31
02/14/18 - 13:19:22 - INFO - Application starting
02/14/18 - 13:19:22 - INFO - Loading models
02/14/18 - 13:19:25 - INFO - Models loaded
02/14/18 - 13:19:28 - INFO - Upating DailySale: 0
02/14/18 - 13:19:28 - INFO - Upating DailySale: 1
02/14/18 - 13:19:29 - INFO - Upating DailySale: 2
02/14/18 - 13:19:29 - INFO - Upating DailySale: 3
02/14/18 - 13:19:29 - INFO - Upating DailySale: 4
02/14/18 - 13:19:29 - INFO - Upating DailySale: 5
02/14/18 - 13:19:29 - INFO - Upating DailySale: 6
02/14/18 - 13:19:29 - INFO - Upating DailySale: 7
02/14/18 - 13:19:29 - INFO - Upating DailySale: 8
02/14/18 - 13:19:29 - INFO - Upating DailySale: 9
02/14/18 - 13:19:29 - INFO - Upating DailySale: 10
02/14/18 - 13:19:29 - INFO - Upating DailySale: 11
02/14/18 - 13:19:29 - INFO - Upating DailySale: 12
02/14/18 - 13:19:29 - INFO - Upating DailySale: 13
02/14/18 - 13:19:29 - INFO - Upating DailySale: 14
02/14/18 - 13:19:29 - INFO - Upating DailySale: 15
02/14/18 - 13:19:29 - INFO - Upating DailySale: 16
02/14/18 - 13:19:29 - INFO - Upating DailySale: 17
02/14/18 - 13:19:29 - INFO - Upating DailySale: 18
02/14/18 - 13:19:29 - INFO - Upating DailySale: 19
02/14/18 - 13:19:29 - INFO - Upating DailySale: 20
02/14/18 - 13:19:29 - INFO - Upating DailySale: 21
02/14/18 - 13:19:29 - INFO - Upating DailySale: 22
02/14/18 - 13:19:29 - INFO - Upating DailySale: 23
02/14/18 - 13:19:29 - INFO - Upating DailySale: 24
02/14/18 - 13:19:29 - INFO - Upating DailySale: 25
02/14/18 - 13:19:29 - INFO - Upating DailySale: 26
02/14/18 - 13:19:29 - INFO - Upating DailySale: 27
02/14/18 - 13:19:29 - INFO - Upating DailySale: 28
02/14/18 - 13:19:29 - INFO - Upating DailySale: 29
02/14/18 - 13:19:29 - INFO - Upating DailySale: 30
02/14/18 - 13:19:29 - INFO - Upating DailySale: 31
02/14/18 - 13:19:29 - INFO - Upating DailySale: 32
02/14/18 - 13:19:29 - INFO - Upating DailySale: 33
02/14/18 - 13:19:29 - INFO - Upating DailySale: 34
02/14/18 - 13:19:30 - INFO - Upating DailySale: 35
02/14/18 - 13:19:30 - INFO - Upating DailySale: 36
02/14/18 - 13:19:30 - INFO - Upating DailySale: 37
02/14/18 - 13:19:30 - INFO - Upating DailySale: 38
02/14/18 - 13:19:30 - INFO - Upating DailySale: 39
02/14/18 - 13:19:30 - INFO - Upating DailySale: 40
02/14/18 - 13:19:30 - INFO - Upating DailySale: 41
02/14/18 - 13:19:30 - INFO - Upating DailySale: 42
02/14/18 - 13:19:30 - INFO - Upating DailySale: 43
02/14/18 - 13:19:30 - INFO - Upating DailySale: 44
02/14/18 - 13:19:30 - INFO - Upating DailySale: 45
02/14/18 - 13:19:30 - INFO - Upating DailySale: 46
02/14/18 - 13:19:30 - INFO - Upating BreadOrder: 297
02/14/18 - 13:19:30 - INFO - Upating DailySale: 47
02/14/18 - 13:19:30 - INFO - Upating DailySale: 48
02/14/18 - 13:19:30 - INFO - Upating DailySale: 49
02/14/18 - 13:19:30 - INFO - Upating DailySale: 50
02/14/18 - 13:19:30 - INFO - Upating DailySale: 51
02/14/18 - 13:19:30 - INFO - Upating DailySale: 52
02/14/18 - 13:19:30 - INFO - Upating DailySale: 53
02/14/18 - 13:19:30 - INFO - Upating DailySale: 54
02/14/18 - 13:19:30 - INFO - Upating DailySale: 55
02/14/18 - 13:19:30 - INFO - Upating DailySale: 56
02/14/18 - 13:19:30 - INFO - Upating DailySale: 57
02/14/18 - 13:19:30 - INFO - Upating DailySale: 58
02/14/18 - 13:19:30 - INFO - Upating DailySale: 59
02/14/18 - 13:19:30 - INFO - Upating DailySale: 60
02/14/18 - 13:19:30 - INFO - Upating DailySale: 61
02/14/18 - 13:19:30 - INFO - Upating DailySale: 62
02/14/18 - 13:19:30 - INFO - Upating DailySale: 63
02/14/18 - 13:19:30 - INFO - Upating DailySale: 64
02/14/18 - 13:19:30 - INFO - Upating DailySale: 65
02/14/18 - 13:19:30 - INFO - Upating DailySale: 66
02/14/18 - 13:19:31 - INFO - Upating DailySale: 67
02/14/18 - 13:19:31 - INFO - Upating DailySale: 68
02/14/18 - 13:19:31 - INFO - Upating DailySale: 69
02/14/18 - 13:19:31 - INFO - Upating DailySale: 70
02/14/18 - 13:19:31 - INFO - Upating DailySale: 71
02/14/18 - 13:19:31 - INFO - Upating DailySale: 72
02/14/18 - 13:19:31 - INFO - Upating DailySale: 73
