11/16/17 - 16:00:55 - INFO - Application starting
11/16/17 - 16:00:55 - INFO - Loading models
11/16/17 - 16:00:56 - INFO - Models loaded
11/16/17 - 16:00:59 - INFO - Upating BreadOrder: 200
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 361
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 362
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 363
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 364
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 365
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 366
11/16/17 - 16:00:59 - INFO - Destroying DailySale: 367
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 368
11/16/17 - 16:01:00 - INFO - Upating BreadOrder: 197
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 369
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 370
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 371
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 372
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 373
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 374
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 375
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 376
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 377
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 378
11/16/17 - 16:01:00 - INFO - Destroying DailySale: 379
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 361
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 362
11/16/17 - 16:01:00 - INFO - Upating BreadOrder: 198
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 363
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 364
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 365
11/16/17 - 16:01:00 - INFO - Upating BreadOrder: 199
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 366
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 367
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 368
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 369
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 370
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 371
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 372
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 373
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 374
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 375
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 376
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 377
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 378
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 379
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 380
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 381
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 382
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 383
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 384
11/16/17 - 16:01:00 - INFO - Inserted DailySale: 385
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 386
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 387
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 388
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 389
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 390
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 391
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 392
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 393
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 394
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 395
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 396
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 397
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 398
11/16/17 - 16:01:01 - INFO - Inserted DailySale: 399
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 85
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 86
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 87
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 88
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 89
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 90
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 91
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 92
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 93
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 94
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 95
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 96
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 97
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 98
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 99
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 100
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 101
11/16/17 - 16:01:01 - INFO - Upating ExpenseItem: 102
11/16/17 - 16:01:02 - INFO - Changed to tab: Bread
11/16/17 - 16:01:04 - INFO - Executing BreadGuideVM#UpdateSquare
11/16/17 - 16:01:04 - INFO - Upating BreadOrder: 200
11/16/17 - 16:01:05 - INFO - Upating BreadOrder: 198
11/16/17 - 16:01:05 - INFO - Upating BreadOrder: 197
11/16/17 - 16:01:06 - INFO - Upating BreadOrder: 199
11/16/17 - 16:01:55 - INFO - Upating BreadOrder: 201
11/16/17 - 16:01:58 - INFO - Upating BreadOrder: 200
11/16/17 - 16:01:58 - INFO - Upating BreadOrder: 200
11/16/17 - 16:01:59 - INFO - Upating BreadOrder: 200
11/16/17 - 16:02:04 - INFO - Upating BreadOrder: 201
11/16/17 - 16:02:08 - INFO - Upating BreadOrder: 200
11/16/17 - 16:02:10 - INFO - Upating BreadOrder: 200
11/16/17 - 16:02:13 - INFO - Upating BreadOrder: 200
11/16/17 - 16:02:37 - INFO - Upating BreadOrder: 201
11/16/17 - 16:51:43 - INFO - Changed to tab: Bread
