11/06/17 - 09:22:44 - INFO - Application starting
11/06/17 - 09:22:44 - INFO - Loading models
11/06/17 - 09:22:45 - INFO - Models loaded
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 0
11/06/17 - 09:22:47 - INFO - Upating BreadOrder: 190
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 1
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 2
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 3
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 4
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 5
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 6
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 7
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 8
11/06/17 - 09:22:47 - INFO - Destroying DailySale: 9
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 10
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 11
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 12
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 13
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 14
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 15
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 16
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 17
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 18
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 19
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 20
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 21
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 22
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 23
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 24
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 25
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 26
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 27
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 28
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 29
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 30
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 31
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 32
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 33
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 34
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 35
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 36
11/06/17 - 09:22:48 - INFO - Destroying DailySale: 37
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 38
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 39
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 40
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 41
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 42
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 43
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 44
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 45
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 46
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 47
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 48
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 49
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 50
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 51
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 52
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 53
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 54
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 55
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 56
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 57
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 58
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 59
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 60
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 61
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 62
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 63
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 64
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 65
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 66
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 67
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 68
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 69
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 70
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 71
11/06/17 - 09:22:49 - INFO - Destroying DailySale: 72
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 73
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 74
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 75
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 76
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 77
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 78
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 79
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 80
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 81
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 82
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 83
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 84
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 85
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 86
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 87
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 88
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 89
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 90
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 91
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 92
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 93
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 94
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 95
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 96
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 97
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 98
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 99
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 100
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 101
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 102
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 103
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 104
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 105
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 106
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 107
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 108
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 109
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 110
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 111
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 112
11/06/17 - 09:22:50 - INFO - Destroying DailySale: 113
11/06/17 - 09:22:51 - INFO - Destroying DailySale: 114
11/06/17 - 09:22:51 - INFO - Destroying DailySale: 115
11/06/17 - 09:22:51 - INFO - Destroying DailySale: 116
