03/07/18 - 13:04:52 - INFO - Application starting
03/07/18 - 13:04:52 - INFO - Loading models
03/07/18 - 13:04:54 - INFO - Models loaded
03/07/18 - 13:04:59 - INFO - Upating BreadOrder: 331
03/07/18 - 13:04:59 - INFO - Upating BreadOrder: 332
03/07/18 - 13:04:59 - INFO - Upating DailySale: 8
03/07/18 - 13:04:59 - INFO - Upating DailySale: 9
03/07/18 - 13:04:59 - INFO - Upating DailySale: 10
03/07/18 - 13:04:59 - INFO - Upating DailySale: 11
03/07/18 - 13:04:59 - INFO - Upating DailySale: 12
03/07/18 - 13:04:59 - INFO - Upating DailySale: 13
03/07/18 - 13:04:59 - INFO - Upating DailySale: 14
03/07/18 - 13:04:59 - INFO - Upating DailySale: 15
03/07/18 - 13:04:59 - INFO - Upating DailySale: 16
03/07/18 - 13:05:00 - INFO - Upating DailySale: 17
03/07/18 - 13:05:00 - INFO - Upating DailySale: 18
03/07/18 - 13:05:00 - INFO - Upating DailySale: 19
03/07/18 - 13:05:00 - INFO - Upating DailySale: 20
03/07/18 - 13:05:00 - INFO - Upating DailySale: 21
03/07/18 - 13:05:00 - INFO - Upating DailySale: 22
03/07/18 - 13:05:00 - INFO - Upating DailySale: 23
03/07/18 - 13:05:00 - INFO - Upating DailySale: 24
03/07/18 - 13:05:00 - INFO - Upating DailySale: 25
03/07/18 - 13:05:00 - INFO - Upating DailySale: 26
03/07/18 - 13:05:00 - INFO - Upating DailySale: 27
03/07/18 - 13:05:00 - INFO - Upating DailySale: 28
03/07/18 - 13:05:00 - INFO - Upating DailySale: 29
03/07/18 - 13:05:00 - INFO - Upating DailySale: 30
03/07/18 - 13:05:00 - INFO - Upating DailySale: 31
03/07/18 - 13:05:00 - INFO - Upating DailySale: 32
03/07/18 - 13:05:00 - INFO - Upating DailySale: 33
03/07/18 - 13:05:00 - INFO - Upating BreadOrder: 330
03/07/18 - 13:05:00 - INFO - Upating DailySale: 34
03/07/18 - 13:05:00 - INFO - Upating DailySale: 35
03/07/18 - 13:05:00 - INFO - Upating DailySale: 36
03/07/18 - 13:05:00 - INFO - Upating DailySale: 37
03/07/18 - 13:05:00 - INFO - Upating DailySale: 38
03/07/18 - 13:05:00 - INFO - Upating DailySale: 39
03/07/18 - 13:05:00 - INFO - Upating DailySale: 40
03/07/18 - 13:05:00 - INFO - Upating DailySale: 41
03/07/18 - 13:05:00 - INFO - Upating DailySale: 42
03/07/18 - 13:05:00 - INFO - Upating DailySale: 43
03/07/18 - 13:05:00 - INFO - Upating DailySale: 44
03/07/18 - 13:05:00 - INFO - Upating DailySale: 45
03/07/18 - 13:05:00 - INFO - Upating DailySale: 46
03/07/18 - 13:05:01 - INFO - Upating DailySale: 47
03/07/18 - 13:05:01 - INFO - Upating DailySale: 48
03/07/18 - 13:05:01 - INFO - Upating DailySale: 49
03/07/18 - 13:05:01 - INFO - Upating DailySale: 50
03/07/18 - 13:05:01 - INFO - Upating DailySale: 51
03/07/18 - 13:05:01 - INFO - Upating DailySale: 52
03/07/18 - 13:05:01 - INFO - Upating DailySale: 53
03/07/18 - 13:05:01 - INFO - Upating DailySale: 54
03/07/18 - 13:05:01 - INFO - Upating DailySale: 55
03/07/18 - 13:05:01 - INFO - Upating DailySale: 56
03/07/18 - 13:05:01 - INFO - Upating DailySale: 57
03/07/18 - 13:05:01 - INFO - Upating DailySale: 58
03/07/18 - 13:05:01 - INFO - Upating DailySale: 59
03/07/18 - 13:05:01 - INFO - Upating DailySale: 60
03/07/18 - 13:05:01 - INFO - Upating DailySale: 61
03/07/18 - 13:05:01 - INFO - Upating DailySale: 62
03/07/18 - 13:05:01 - INFO - Upating DailySale: 63
03/07/18 - 13:05:01 - INFO - Upating DailySale: 64
03/07/18 - 13:05:01 - INFO - Upating DailySale: 65
03/07/18 - 13:05:01 - INFO - Upating DailySale: 66
03/07/18 - 13:05:01 - INFO - Upating DailySale: 67
03/07/18 - 13:05:01 - INFO - Upating DailySale: 68
03/07/18 - 13:05:01 - INFO - Upating DailySale: 69
03/07/18 - 13:05:01 - INFO - Upating DailySale: 70
03/07/18 - 13:05:01 - INFO - Upating DailySale: 71
03/07/18 - 13:05:01 - INFO - Upating DailySale: 72
03/07/18 - 13:05:01 - INFO - Upating DailySale: 73
03/07/18 - 13:05:01 - INFO - Executing OrderTabVM#StartNewOrder
03/07/18 - 13:05:01 - INFO - Upating DailySale: 74
03/07/18 - 13:05:01 - INFO - Upating DailySale: 75
03/07/18 - 13:05:02 - INFO - Upating DailySale: 76
03/07/18 - 13:05:02 - INFO - Upating DailySale: 77
03/07/18 - 13:05:02 - INFO - Upating DailySale: 78
03/07/18 - 13:05:02 - INFO - Upating DailySale: 79
03/07/18 - 13:05:02 - INFO - Upating DailySale: 80
03/07/18 - 13:05:02 - INFO - Upating DailySale: 81
03/07/18 - 13:05:02 - INFO - Upating DailySale: 82
03/07/18 - 13:05:02 - INFO - Upating DailySale: 83
03/07/18 - 13:05:02 - INFO - Upating DailySale: 84
03/07/18 - 13:05:02 - INFO - Upating DailySale: 85
03/07/18 - 13:05:02 - INFO - Upating DailySale: 86
03/07/18 - 13:05:02 - INFO - Upating DailySale: 87
03/07/18 - 13:05:02 - INFO - Upating DailySale: 88
03/07/18 - 13:05:02 - INFO - Upating DailySale: 89
03/07/18 - 13:05:02 - INFO - Adding temp tab: NewOrderVM
03/07/18 - 13:05:02 - INFO - Upating DailySale: 90
03/07/18 - 13:05:02 - INFO - Changed to tab: New Order
03/07/18 - 13:05:02 - INFO - Upating DailySale: 91
03/07/18 - 13:05:02 - INFO - Upating DailySale: 92
03/07/18 - 13:05:02 - INFO - Upating DailySale: 93
03/07/18 - 13:05:02 - INFO - Upating DailySale: 94
03/07/18 - 13:05:02 - INFO - Upating DailySale: 95
03/07/18 - 13:05:02 - INFO - Upating DailySale: 96
03/07/18 - 13:05:02 - INFO - Upating DailySale: 97
03/07/18 - 13:05:02 - INFO - Upating DailySale: 98
03/07/18 - 13:05:02 - INFO - Upating DailySale: 99
03/07/18 - 13:05:02 - INFO - Upating DailySale: 100
03/07/18 - 13:05:02 - INFO - Upating DailySale: 101
03/07/18 - 13:05:02 - INFO - Upating DailySale: 102
03/07/18 - 13:05:02 - INFO - Upating DailySale: 103
03/07/18 - 13:05:02 - INFO - Upating DailySale: 104
03/07/18 - 13:05:02 - INFO - Upating DailySale: 105
03/07/18 - 13:05:02 - INFO - Upating DailySale: 106
03/07/18 - 13:05:02 - INFO - Upating DailySale: 107
03/07/18 - 13:05:02 - INFO - Upating DailySale: 108
03/07/18 - 13:05:02 - INFO - Upating DailySale: 109
03/07/18 - 13:05:02 - INFO - Upating DailySale: 110
03/07/18 - 13:05:03 - INFO - Upating DailySale: 111
03/07/18 - 13:05:03 - INFO - Upating DailySale: 112
03/07/18 - 13:05:03 - INFO - Upating DailySale: 113
03/07/18 - 13:05:03 - INFO - Upating DailySale: 114
03/07/18 - 13:05:03 - INFO - Upating DailySale: 115
03/07/18 - 13:05:03 - INFO - Upating DailySale: 116
03/07/18 - 13:05:03 - INFO - Upating DailySale: 117
03/07/18 - 13:05:03 - INFO - Upating DailySale: 118
03/07/18 - 13:05:03 - INFO - Upating DailySale: 119
03/07/18 - 13:05:03 - INFO - Upating DailySale: 120
03/07/18 - 13:05:03 - INFO - Upating DailySale: 121
03/07/18 - 13:05:03 - INFO - Upating DailySale: 122
03/07/18 - 13:05:03 - INFO - Upating DailySale: 123
03/07/18 - 13:05:03 - INFO - Upating DailySale: 124
03/07/18 - 13:05:03 - INFO - Upating DailySale: 125
03/07/18 - 13:05:03 - INFO - Upating DailySale: 126
03/07/18 - 13:05:03 - INFO - Upating DailySale: 127
03/07/18 - 13:05:03 - INFO - Upating DailySale: 128
03/07/18 - 13:05:03 - INFO - Upating DailySale: 129
03/07/18 - 13:05:03 - INFO - Upating DailySale: 130
03/07/18 - 13:05:03 - INFO - Upating DailySale: 131
03/07/18 - 13:05:03 - INFO - Upating DailySale: 132
03/07/18 - 13:05:03 - INFO - Upating DailySale: 133
03/07/18 - 13:05:03 - INFO - Upating DailySale: 134
03/07/18 - 13:05:03 - INFO - Upating DailySale: 135
03/07/18 - 13:05:03 - INFO - Upating DailySale: 136
03/07/18 - 13:05:03 - INFO - Upating DailySale: 137
03/07/18 - 13:05:03 - INFO - Upating DailySale: 138
03/07/18 - 13:05:03 - INFO - Upating DailySale: 139
03/07/18 - 13:05:03 - INFO - Upating DailySale: 140
03/07/18 - 13:05:03 - INFO - Upating DailySale: 141
03/07/18 - 13:05:03 - INFO - Upating DailySale: 142
03/07/18 - 13:05:03 - INFO - Upating DailySale: 143
03/07/18 - 13:05:03 - INFO - Upating DailySale: 144
03/07/18 - 13:05:03 - INFO - Upating DailySale: 145
03/07/18 - 13:05:03 - INFO - Upating DailySale: 146
03/07/18 - 13:05:03 - INFO - Upating DailySale: 147
03/07/18 - 13:05:03 - INFO - Upating DailySale: 148
03/07/18 - 13:05:03 - INFO - Upating DailySale: 149
03/07/18 - 13:05:03 - INFO - Upating DailySale: 150
03/07/18 - 13:05:03 - INFO - Upating DailySale: 151
03/07/18 - 13:05:04 - INFO - Upating DailySale: 152
03/07/18 - 13:05:04 - INFO - Upating DailySale: 153
03/07/18 - 13:05:04 - INFO - Upating DailySale: 154
03/07/18 - 13:05:04 - INFO - Upating DailySale: 155
03/07/18 - 13:05:04 - INFO - Upating DailySale: 156
03/07/18 - 13:05:04 - INFO - Upating DailySale: 157
03/07/18 - 13:05:04 - INFO - Upating DailySale: 158
03/07/18 - 13:05:04 - INFO - Upating DailySale: 159
03/07/18 - 13:05:04 - INFO - Upating DailySale: 160
03/07/18 - 13:05:04 - INFO - Upating DailySale: 161
03/07/18 - 13:05:04 - INFO - Upating DailySale: 162
03/07/18 - 13:05:04 - INFO - Upating DailySale: 163
03/07/18 - 13:05:04 - INFO - Upating DailySale: 164
03/07/18 - 13:05:04 - INFO - Upating DailySale: 165
03/07/18 - 13:05:04 - INFO - Upating DailySale: 166
03/07/18 - 13:05:04 - INFO - Upating DailySale: 167
03/07/18 - 13:05:04 - INFO - Upating DailySale: 168
03/07/18 - 13:05:04 - INFO - Upating DailySale: 169
03/07/18 - 13:05:04 - INFO - Upating DailySale: 170
03/07/18 - 13:05:04 - INFO - Upating DailySale: 171
03/07/18 - 13:05:04 - INFO - Upating DailySale: 172
03/07/18 - 13:05:04 - INFO - Upating DailySale: 173
03/07/18 - 13:05:04 - INFO - Upating DailySale: 174
03/07/18 - 13:05:04 - INFO - Upating DailySale: 175
03/07/18 - 13:05:04 - INFO - Upating DailySale: 176
03/07/18 - 13:05:04 - INFO - Upating DailySale: 177
03/07/18 - 13:05:04 - INFO - Upating DailySale: 178
03/07/18 - 13:05:04 - INFO - Upating DailySale: 179
03/07/18 - 13:05:04 - INFO - Upating DailySale: 180
