01/29/18 - 08:05:32 - INFO - Application starting
01/29/18 - 08:05:32 - INFO - Loading models
01/29/18 - 08:05:34 - INFO - Models loaded
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 274
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 275
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 276
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 277
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 278
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 279
01/29/18 - 08:05:36 - INFO - Inserted BreadOrder: 280
01/29/18 - 08:05:36 - INFO - Upating BreadOrder: 274
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 275
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 276
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 277
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 278
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 279
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 280
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 274
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 275
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 276
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 277
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 278
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 279
01/29/18 - 08:05:37 - INFO - Upating BreadOrder: 280
01/29/18 - 08:05:38 - INFO - Upating BreadOrder: 274
01/29/18 - 08:05:38 - INFO - Destroying DailySale: 1
01/29/18 - 08:05:38 - INFO - Destroying DailySale: 2
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 3
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 4
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 5
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 6
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 7
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 8
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 9
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 10
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 12
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 13
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 14
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 15
01/29/18 - 08:05:39 - INFO - Destroying DailySale: 16
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 17
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 18
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 19
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 20
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 21
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 22
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 23
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 24
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 25
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 26
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 27
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 28
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 29
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 30
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 31
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 32
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 33
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 34
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 35
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 36
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 37
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 38
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 39
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 40
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 41
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 42
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 43
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 44
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 45
01/29/18 - 08:05:40 - INFO - Destroying DailySale: 46
01/29/18 - 08:05:41 - INFO - Destroying DailySale: 47
01/29/18 - 08:05:41 - INFO - Destroying DailySale: 48
01/29/18 - 08:05:41 - INFO - Destroying DailySale: 49
