03/05/18 - 10:22:56 - INFO - Application starting
03/05/18 - 10:22:56 - INFO - Loading models
03/05/18 - 10:22:58 - INFO - Models loaded
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 330
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 331
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 332
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 333
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 334
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 335
03/05/18 - 10:22:59 - INFO - Inserted BreadOrder: 336
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 330
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 331
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 332
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 333
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 334
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 335
03/05/18 - 10:22:59 - INFO - Upating BreadOrder: 336
03/05/18 - 10:23:00 - INFO - Upating BreadOrder: 330
03/05/18 - 10:23:03 - INFO - Upating DailySale: 8
03/05/18 - 10:23:03 - INFO - Upating DailySale: 9
03/05/18 - 10:23:03 - INFO - Upating DailySale: 10
03/05/18 - 10:23:03 - INFO - Upating DailySale: 11
03/05/18 - 10:23:03 - INFO - Upating DailySale: 12
03/05/18 - 10:23:04 - INFO - Upating DailySale: 13
03/05/18 - 10:23:04 - INFO - Upating DailySale: 14
03/05/18 - 10:23:04 - INFO - Upating DailySale: 15
03/05/18 - 10:23:04 - INFO - Upating DailySale: 16
03/05/18 - 10:23:04 - INFO - Upating DailySale: 17
03/05/18 - 10:23:04 - INFO - Upating DailySale: 18
03/05/18 - 10:23:04 - INFO - Upating DailySale: 19
03/05/18 - 10:23:04 - INFO - Upating DailySale: 20
03/05/18 - 10:23:04 - INFO - Upating DailySale: 21
03/05/18 - 10:23:04 - INFO - Upating DailySale: 22
03/05/18 - 10:23:04 - INFO - Upating DailySale: 23
03/05/18 - 10:23:04 - INFO - Upating DailySale: 24
03/05/18 - 10:23:04 - INFO - Upating DailySale: 25
03/05/18 - 10:23:04 - INFO - Upating DailySale: 26
03/05/18 - 10:23:04 - INFO - Changed to tab: Orders
03/05/18 - 10:23:04 - INFO - Upating DailySale: 27
03/05/18 - 10:23:04 - INFO - Upating DailySale: 28
