11/22/17 - 11:29:21 - INFO - Application starting
11/22/17 - 11:29:21 - INFO - Loading models
11/22/17 - 11:29:22 - INFO - Models loaded
11/22/17 - 11:29:27 - INFO - Upating BreadOrder: 206
11/22/17 - 11:29:29 - INFO - Upating BreadOrder: 205
11/22/17 - 11:29:31 - INFO - Upating BreadOrder: 204
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 510
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 511
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 512
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 513
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 514
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 515
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 516
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 517
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 518
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 519
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 520
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 521
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 522
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 523
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 524
11/22/17 - 11:29:31 - INFO - Destroying DailySale: 525
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 510
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 511
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 512
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 513
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 514
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 515
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 516
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 517
11/22/17 - 11:29:31 - INFO - Inserted DailySale: 518
11/22/17 - 11:29:32 - INFO - Inserted DailySale: 519
11/22/17 - 11:29:32 - INFO - Inserted DailySale: 520
