11/03/17 - 14:51:20 - INFO - Application starting
11/03/17 - 14:51:20 - INFO - Loading models
11/03/17 - 14:51:21 - INFO - Models loaded
11/03/17 - 14:51:24 - INFO - Upating BreadOrder: 170
11/03/17 - 14:51:24 - INFO - Upating BreadOrder: 169
11/03/17 - 14:51:24 - INFO - Upating BreadOrder: 173
11/03/17 - 14:51:24 - INFO - Changed to tab: Reports
11/03/17 - 14:51:25 - INFO - Upating BreadOrder: 171
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1128
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1129
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1130
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1131
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1132
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1133
11/03/17 - 14:51:25 - INFO - Upating BreadOrder: 172
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1134
11/03/17 - 14:51:25 - INFO - Destroying DailySale: 1135
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1136
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1137
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1138
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1139
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1140
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1141
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1142
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1143
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1144
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1145
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1146
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1147
11/03/17 - 14:51:26 - INFO - Destroying DailySale: 1148
11/03/17 - 14:51:26 - INFO - Inserted DailySale: 1128
11/03/17 - 14:51:26 - INFO - Inserted DailySale: 1129
11/03/17 - 14:51:26 - INFO - Inserted DailySale: 1130
11/03/17 - 14:51:26 - INFO - Inserted DailySale: 1131
11/03/17 - 14:51:26 - INFO - Inserted DailySale: 1132
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1133
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1134
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1135
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1136
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1137
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1138
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1139
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1140
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1141
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1142
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1143
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1144
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1145
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1146
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1147
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1148
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1149
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1150
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1151
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1152
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1153
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1154
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1155
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1156
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1157
11/03/17 - 14:51:27 - INFO - Inserted DailySale: 1158
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1159
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1160
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1161
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1162
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1163
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1164
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1165
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1166
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1167
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1168
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1169
11/03/17 - 14:51:28 - INFO - Inserted DailySale: 1170
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 0
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 1
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 2
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 3
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 4
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 5
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 6
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 7
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 8
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 9
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 10
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 11
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 12
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 13
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 14
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 15
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 16
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 17
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 18
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 19
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 20
11/03/17 - 14:51:28 - INFO - Upating ExpenseItem: 21
11/03/17 - 14:51:28 - INFO - Executing ChangeableTabVM#SwitchPage
11/03/17 - 14:51:29 - INFO - Changed to tab: Reports
11/03/17 - 14:51:29 - INFO - Changed to tab: Reports
11/03/17 - 14:51:36 - INFO - Application closing
11/03/17 - 14:54:07 - INFO - Application starting
11/03/17 - 14:54:07 - INFO - Loading models
11/03/17 - 14:54:07 - INFO - Models loaded
11/03/17 - 14:54:10 - INFO - Upating BreadOrder: 169
11/03/17 - 14:54:10 - INFO - Upating BreadOrder: 170
11/03/17 - 14:54:10 - INFO - Changed to tab: Reports
11/03/17 - 14:54:11 - INFO - Upating BreadOrder: 173
11/03/17 - 14:54:11 - INFO - Upating BreadOrder: 172
11/03/17 - 14:54:11 - INFO - Upating BreadOrder: 171
11/03/17 - 14:54:11 - INFO - Executing ChangeableTabVM#SwitchPage
11/03/17 - 14:54:11 - INFO - Changed to tab: Reports
11/03/17 - 14:54:11 - INFO - Changed to tab: Reports
