03/04/18 - 13:05:12 - INFO - Application starting
03/04/18 - 13:05:12 - INFO - Loading models
03/04/18 - 13:05:14 - INFO - Models loaded
03/04/18 - 13:05:18 - INFO - Upating BreadOrder: 324
03/04/18 - 13:05:18 - INFO - Upating BreadOrder: 323
03/04/18 - 13:05:22 - INFO - Upating BreadOrder: 325
03/04/18 - 13:05:22 - INFO - Upating BreadOrder: 329
03/04/18 - 13:05:23 - INFO - Upating BreadOrder: 326
03/04/18 - 13:05:26 - INFO - Upating BreadOrder: 327
03/04/18 - 13:05:26 - INFO - Upating DailySale: 8
03/04/18 - 13:05:26 - INFO - Upating DailySale: 9
03/04/18 - 13:05:26 - INFO - Upating DailySale: 10
03/04/18 - 13:05:26 - INFO - Upating DailySale: 11
03/04/18 - 13:05:26 - INFO - Upating DailySale: 12
03/04/18 - 13:05:26 - INFO - Upating DailySale: 13
03/04/18 - 13:05:26 - INFO - Upating DailySale: 14
03/04/18 - 13:05:26 - INFO - Upating DailySale: 15
03/04/18 - 13:05:26 - INFO - Upating BreadOrder: 328
03/04/18 - 13:05:26 - INFO - Upating DailySale: 16
03/04/18 - 13:05:26 - INFO - Upating DailySale: 17
03/04/18 - 13:05:26 - INFO - Upating DailySale: 18
03/04/18 - 13:05:26 - INFO - Upating DailySale: 19
03/04/18 - 13:05:26 - INFO - Upating DailySale: 20
03/04/18 - 13:05:26 - INFO - Upating DailySale: 21
03/04/18 - 13:05:26 - INFO - Upating DailySale: 22
03/04/18 - 13:05:26 - INFO - Upating DailySale: 23
03/04/18 - 13:05:26 - INFO - Upating DailySale: 24
03/04/18 - 13:05:26 - INFO - Upating DailySale: 25
03/04/18 - 13:05:26 - INFO - Upating DailySale: 26
03/04/18 - 13:05:26 - INFO - Upating DailySale: 27
03/04/18 - 13:05:26 - INFO - Upating DailySale: 28
03/04/18 - 13:05:26 - INFO - Upating DailySale: 29
03/04/18 - 13:05:26 - INFO - Upating DailySale: 30
03/04/18 - 13:05:26 - INFO - Upating DailySale: 31
03/04/18 - 13:05:26 - INFO - Upating DailySale: 32
03/04/18 - 13:05:27 - INFO - Upating DailySale: 33
03/04/18 - 13:05:27 - INFO - Upating DailySale: 34
03/04/18 - 13:05:27 - INFO - Upating DailySale: 35
03/04/18 - 13:05:27 - INFO - Upating DailySale: 36
03/04/18 - 13:05:27 - INFO - Upating DailySale: 37
03/04/18 - 13:05:27 - INFO - Upating DailySale: 38
03/04/18 - 13:05:27 - INFO - Upating DailySale: 39
03/04/18 - 13:05:27 - INFO - Upating DailySale: 40
03/04/18 - 13:05:27 - INFO - Upating DailySale: 41
03/04/18 - 13:05:27 - INFO - Upating DailySale: 42
03/04/18 - 13:05:27 - INFO - Upating DailySale: 43
03/04/18 - 13:05:27 - INFO - Upating DailySale: 44
03/04/18 - 13:05:27 - INFO - Upating DailySale: 45
03/04/18 - 13:05:27 - INFO - Upating DailySale: 46
03/04/18 - 13:05:27 - INFO - Upating DailySale: 47
03/04/18 - 13:05:27 - INFO - Upating DailySale: 48
