11/13/17 - 14:12:50 - INFO - Application starting
11/13/17 - 14:12:50 - INFO - Loading models
11/13/17 - 14:12:51 - INFO - Models loaded
11/13/17 - 14:12:52 - INFO - Upating BreadOrder: 197
11/13/17 - 14:12:56 - INFO - Changed to tab: Vendors
11/13/17 - 14:12:58 - INFO - Changed to tab: Reports
11/13/17 - 14:12:58 - INFO - Executing ChangeableTabVM#SwitchPage
11/13/17 - 14:12:59 - INFO - Changed to tab: Reports
11/13/17 - 14:12:59 - INFO - Changed to tab: Reports
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 0
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 1
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 2
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 3
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 4
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 5
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 6
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 7
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 8
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 9
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 10
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 11
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 12
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 13
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 14
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 15
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 16
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 17
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 18
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 19
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 20
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 21
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 22
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 23
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 24
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 25
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 26
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 27
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 28
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 29
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 30
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 31
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 32
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 33
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 34
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 35
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 36
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 37
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 38
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 39
11/13/17 - 14:13:00 - INFO - Inserted DailySale: 40
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 41
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 42
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 43
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 44
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 45
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 46
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 47
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 48
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 49
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 50
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 51
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 52
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 53
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 54
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 55
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 56
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 57
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 58
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 59
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 60
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 61
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 62
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 63
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 64
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 65
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 66
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 67
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 68
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 69
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 70
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 71
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 72
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 73
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 74
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 75
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 76
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 77
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 78
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 79
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 80
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 81
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 82
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 83
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 84
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 85
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 86
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 87
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 88
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 89
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 90
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 91
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 92
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 93
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 94
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 95
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 96
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 97
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 98
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 99
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 100
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 101
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 102
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 103
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 104
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 105
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 106
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 107
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 108
11/13/17 - 14:13:01 - INFO - Inserted DailySale: 109
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 110
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 111
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 112
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 113
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 114
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 115
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 116
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 117
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 118
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 119
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 120
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 121
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 122
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 123
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 124
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 125
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 126
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 127
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 128
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 129
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 130
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 131
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 132
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 133
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 134
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 135
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 136
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 137
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 138
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 139
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 140
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 141
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 142
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 143
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 144
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 145
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 146
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 147
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 148
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 149
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 150
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 151
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 152
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 153
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 154
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 155
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 156
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 157
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 158
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 159
11/13/17 - 14:13:02 - INFO - Inserted DailySale: 160
11/13/17 - 14:13:03 - INFO - Inserted DailySale: 161
11/13/17 - 14:13:03 - INFO - Inserted DailySale: 162
11/13/17 - 14:13:03 - INFO - Inserted DailySale: 163
11/13/17 - 14:13:03 - INFO - Inserted DailySale: 164
11/13/17 - 14:13:03 - INFO - Inserted DailySale: 165
11/13/17 - 14:13:03 - INFO - Inserted DailySale: 166
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 85
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 86
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 87
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 88
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 89
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 90
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 91
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 92
11/13/17 - 14:13:03 - INFO - Upating ExpenseItem: 93
