Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,60.576,6,CASE 30lb,Dairy,0,5lb BAG,OZ-wt,80,1,2,,9
1,Cheddar,41.93,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,4,,10
2,Pepper Jack,48.83,4,CASE 20lb,Dairy,0,5lb BAG,OZ-wt,80,1,1,,0
3,Feta,54.17,1,33lbs,Dairy,0.5,5lb BAG,OZ-wt,160,100,1,,2
4,Butter,86.2387,30,CASE 30lb,Dairy,23,1lb,OZ-wt,16,1,1,,9
5,Sour Cream,13.04,2,2 x 5lb,Dairy,0,5lb BUCKET,OZ-wt,160,95,1,,0
6,Heavy Cream,6.2036,1,1/2 Gallon,Dairy,3,1/2 GALLON,CUP,48,1000000,0,,9
8,Eggs,16.57,6,15 DOZEN,Dairy,5,TRAY,EA,180,95,0,,9
9,Whole Milk,5.49,2,2 GALLON,Dairy,16,GALLON,CUP,16,100,26,,6
11,Pesto,106,2,2/22lb,Dairy,1,BAG,OZ-wt,4,970000,1,,0
13,Pizza Sauce,21.45,6,6# CANS,Grocery,2,CAN,EA,6,100,1,,0
14,Stewed Tomatoes,15.47,6,6# CANS,Grocery,3,CAN,EA,6,100,1,,0
18,Artichoke Hearts,43.83,6,6# CANS,Grocery,0,CAN,OZ-wt,324,10000,2,,2
19,Mayonnaise,25.75,4,4 GAL,Grocery,2,JUG,EA,4,10000,1,,0
20,BBQ Sauce,33.88,4,CS 39.5lbs,Grocery,1,JUG,OZ-wt,632,9800,1,,2
21,Macaroni,17.72,2,20lb CASE,Grocery,2,BAG,EA,160,2.39,5,,0
23,Roasted Bell Peppers,37.44,6,6# CANS,Grocery,4,CAN,OZ-wt,360,98,1,,0
24,Chopped Clams,91.55,12,12x48oz CANS,Grocery,15,CAN,EA,12,100,2,,2
25,Tomato Juice,27.19,12,12x48oz CANS,Grocery,11,CAN,EA,12,100,0,,9
26,Clam Juice,33.99,12,12x48oz CANS,Grocery,17,CAN,EA,12,100,1,,2
30,Balsamic Vinegar,17.95,2,2 x 5 Liter,Grocery,2.4,JUG,OZ-wt,169.07,100,1,,2
31,Tapatio,18.99,12,EA,Grocery,13,BOTTLE,EA,12,10000,0,,0
32,Sriracha,19.13,12,12x17oz,Grocery,5,BOTTLE,EA,12,100,1,,2
33,Chicken Broth,35.99,4,4x32oz,Grocery,4,BOTTLE,OZ-wt,1,100,1,,2
34,Canola Oil,24.55,1,35lb JUG,Grocery,0.2,JUG,OZ-wt,800,99,1,,0
36,Olive Oil,50.8,6,6 GAL,Grocery,2.6,JUG,OZ-fl,128,99,1,,0
38,Sugar (BROWN),13.88,16,25lb,Grocery,11,QUART,CUP,62.5,10000,0,,6
40,Tahini,60.09,1,40lbs,Grocery,0.8,LB,OZ-wt,640,9800,1,,2
41,Kalamata Olives,63.94,6,6x4.4lbs,Grocery,3,JAR,OZ-wt,64.8,10000,2,,2
42,Lemon Juice,16.69,4,1 Gal,Grocery,4.75,GAL,OZ-wt,128,100,1,,2
43,Dried Basil,25.04,12,12oz,Herbs,43.8,OZ-wt,TBL,274.29,100,0,,0
44,Thyme,13.33,32,2 lbs,Herbs,56,OZ-wt,TBL,243.81,100,2,,2
45,Oregano,13.88,24,1.5lbs,Herbs,36.6,OZ-wt,TBL,232.73,100,1,,2
46,Cumin,17.79,80,4.5lbs,Herbs,106.2,OZ-wt,TBL,360,100,1,,2
47,Cayenne Pepper,17.45,80,5lbs,Herbs,48,OZ-wt,TBL,1,1,0,,0
48,Pepper,33.9,80,5lbs,Herbs,209.6,OZ-wt,TBL,312.2,100,2,,2
49,Salt,5.9,1,EA,Herbs,0.4,Container,TBL,615,100,1,,0
50,Chili Powder,24.41,96,6lbs,Herbs,94.2,OZ-wt,TBL,78.05,100,2,,2
51,Paprika,16.65,80,5lbs,Herbs,48.8,OZ-wt,TBL,36.96,1E+08,1,,2
54,Yellow Onions,13,1,50lb,Produce,0,BAG,OZ-wt,800,85,0,,1
55,Red Onions,9.15,1,25lb,Produce,0.5,BAG,OZ-wt,400,8500,0,,1
56,Potatoes,12.7,1,50lb,Produce,0.75,1/2 CASE,OZ-wt,800,850000,0,,1
57,Spinach,13.65,4,4x2.5lb,Produce,0,BAG,OZ-wt,160,99,2,,1
58,Mixed Greens,7.8,1,3lb,Produce,1,BAG,OZ-wt,48,9800,0,,1
59,Mushrooms,19.65,1,10lb CASE,Produce,0,FLAT,OZ-wt,160,95,7,,1
60,Cucumbers,17.75,1,36 COUNT,Produce,0.4,CASE,OZ-wt,420,950000,0,,1
61,Tomatoes,15.3,1,25lb,Produce,0.5,CASE,OZ-wt,400,0.95,2,,1
62,Avocado,41.05,60,60 COUNT,Produce,26,EACH,EA,24,10000,0,,1
63,Celery,28.35,24,24 COUNT,Produce,2,1/2 CASE,BUNCH,12,100,0,,1
64,Fresh Basil,8.99,1,1lb,Produce,0.25,BAG,OZ-wt,16,65,1,,0
66,Pineapple,16.99,6,6 COUNT,Produce,5,EACH,OZ-wt,44,100,1,,10
71,Garlic Peeled,18.63,1,5lbs,Produce,0,JAR,OZ-wt,114.29,98,1,,10
72,Chicken Breast,54.8,1,40lb CASE,Poultry,1,CASE,OZ-wt,640,85,0,,9
73,Ground Beef,25.42,2,20lb CASE,Meats,5,LOG,EA,2,10000,0,,2
74,Italian Sausage,17.54,2,10lb CASE,Meats,13,BAG,OZ-wt,160,91,0,,2
75,Bacon Bits,83.48,2,10lb CASE,Meats,0,BAG,OZ-wt,160,100,2,,8
77,Whole Wheat,0.76,1,EA,Bread,32,EACH,EA,1,1000000,0,,7
78,Biopack #4,39.55,4,Case,Paper Goods,10,Stack,Each,40,4E+07,8,,3
79,Water Cups,57.52,25,2500,Paper Goods,15,Sleeve,1,2500,10000,1,,2
80,Soufle Lids,26.35,25,2500,Paper Goods,7,Sleeve,1,1,100,0,,3
81,Spoons,7,10,1000,Paper Goods,5,Sleeve,1,1,10000,0,,3
82,Forks,20.59,10,1000,Paper Goods,4,Sleeve,1,1,10000,1,,3
85,Wax Paper Sheets,54.65,6,6000,Paper Goods,3,Stack,1,1,10000,1,,3
86,Small To-Go Bags,14.88,1,500,Paper Goods,0.75,Case,1,1,100,1,,3
87,Foil Roll,17.99,1,ROLL,Paper Goods,4,1,1,1,1E+08,1,,2
89,To-Go Soup Bowls (16oz),48.78,10,500,Paper Goods,1,Sleeve,1,1,1000000,0,,3
90,Paper Towels,16.11,16,4000,Paper Goods,20,Sleeve,1,1,1E+08,1,,3
91,To-Go Soup Lids,42.68,10,500,Paper Goods,5,Sleeve,1,1,1E+08,1,,3
92,To-Go Soup Bowls (12oz),42.68,10,500,Paper Goods,1,Sleeve,1,1,10000,0,,3
95,Napkins,45.46,12,6000,Paper Goods,3.5,Stack,1,1,10000,1,,3
97,Dried Black Beans,41.35,27.414,50lbs,Grocery,8,Quart,3.5,1,100,1,,2
99,Cinnamon,16.14,80,,Herbs,72.6,LB,OZ-wt,1,1,1,,2
100,Passion Syrup,60,6,6/5.5lbs,Beverage,13,5.5 lbs,CUP,7.65,100,0,,5
101,Allspice,8.02,16,1lb,Herbs,41.6,OZ-wt,TBL,1,1000000,1,,2
102,Black Tea,110,20,(20 x 600g) CASE,Beverage,15.5,BAG,CUP,5.88,100,0,,5
104,Honey,11.99,1,5lbs,Beverage,3,JAR,CUP,6.96,100,0,,6
106,24 Oz Cups,64.75,12,600 COUNT,Paper Goods,3.5,Sleeve,Each,1,10000,0,,3
107,Dried Pinto Beans,14.3,14.47,25lb,Grocery,16,Quart,8,8,10000,1,,2
108,Grill Bricks,13.2,12,12 EA,Janitorial,2,BRICK,1,1,10000,0,,3
109,Sanitizer,37.87,4,4 GAL,Janitorial,0.6,GALLON,1,1,100,1,,2
110,Poly Gloves,15.8,4,2000,Paper Goods,11,BOX,1,1,100,2,,3
111,Sourdough,0.76,1,EA,Bread,164,EACH,1,1,100,0,,7
112,Dried Garbanzo Beans,23.8,13.318,25lb,Grocery,12,QUART,LB,1.877,1000000,1,,2
113,Crushed Red Pepper,17.15,80,5lbs,Herbs,55.2,OZ-wt,TBL,1,1000000,1,,2
114,Sugar (CANE),30,16,EA,Beverage,11,QUART,CUP,1,1E+12,0,,6
115,16/24 Oz Lids,25.51,10,1000 CASE,Paper Goods,6,Sleeve,1,1,100,0,,3
116,Straws,10.06,4,2000,Paper Goods,3,BOX,1,1,100,0,,3
117,16 Oz Cups,54.75,20,1000 CASE,Paper Goods,12,Sleeve,1,1,100,0,,3
118,Large To-Go Bags,52.81,1,500,Paper Goods,0.4,BAG,1,1,100,0,,3
119,Soufle Cups,26.35,25,2500,Paper Goods,14,Sleeve,1,1,100,0,,3
120,Ceramawrap,10.54,1,2000,Paper Goods,1,EACH,1,1,100,0,,3
121,Die-Cut To-Go Bags,55.35,1,500,Paper Goods,1.25,CASE,1,1,100,1,,3
122,Garbage Bags,28.62,1,250,Janitorial,0.75,CASE,1,1,100,0,,3
123,Detergent,16.2,4,4 GAL,Janitorial,0.9,GALLON,1,1,100,0,,3
124,De-Greaser,19.7,4,1 Gal,Janitorial,3,GALLON,1,1,100,1,,2
125,Bleach,8,4,4 GAL,Janitorial,4.2,GALLON,1,1,100,0,,3
126,Steel Wool,4.77,12,12 COUNT,Janitorial,9,Sleeve,1,1,100,0,,3
127,Fabuloso,24.26,3,3 GAL,Janitorial,3,1 GAL,1,1,,0,,2
128,Bay Leaves,11.91,8,8oz,Herbs,30.4,OZ-wt,OZ-wt,1,,0,,2
129,Lemonade Base,20.55,4,EA,Beverage,10.5,GALLON,1,16,,3,,2
130,Pink Lemonade Base,22.96,4,4 GAL,Beverage,3.5,GALLON,1,1,,4,,2
131,Jalapenos Nacho Sliced,19.99,6,EA,Grocery,0,CAN,OZ-wt,1,,1,,0
