Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,Dairy,CASE 30lb,12,5lb BAG,6,OZ-wt,80,1,56.35,2,2/26/2018 11:53:10 AM,0
1,Cheddar,Dairy,CASE 20lb,8,5lb BAG,4,OZ-wt,80,1,42.24,2,2/26/2018 11:53:10 AM,0
2,Pepper Jack,Dairy,CASE 20lb,4,5lb BAG,4,OZ-wt,80,1,43.9,1,2/22/2018 2:57:03 PM,0
3,Feta,Dairy,33lbs,0,5lb BAG,1,OZ-wt,160,1,49.74,0,2/11/2018 12:00:00 AM,2
4,Butter,Dairy,CASE 30lb,26,1lb,30,OZ-wt,16,1,85.88,1,2/19/2018 12:00:00 AM,0
5,Sour Cream,Dairy,2 x 5lb,0,GALLON,2,OZ-wt,16,1,13.99,1,2/26/2018 11:53:10 AM,0
6,Heavy Cream,Dairy,1/2 Gallon,8,1/2 GALLON,1,CUP,8,1,5.99,3,2/2/2018 12:40:38 PM,6
8,Eggs,Dairy,15 DOZEN,1.75,TRAY,6,EA,180,95,31.89,1,2/26/2018 11:53:10 AM,0
9,Whole Milk,Dairy,2 GALLON,44,GALLON,2,CUP,16,1,4.99,28,,6
11,Pesto,Dairy,2/22lb,0,BAG,2,OZ-wt,1,1,107.99,2,2/26/2018 11:53:10 AM,0
13,Pizza Sauce,Grocery,6# CANS,3,CAN,6,EA,6,100,22,1,2/26/2018 11:53:10 AM,0
14,Stewed Tomatoes,Grocery,6# CANS,9,CAN,6,EA,1,1,15.79,1,2/22/2018 2:57:03 PM,0
18,Artichoke Hearts,Grocery,6# CANS,30,CAN,6,OZ-wt,324,10000,62.57,1,2/22/2018 2:57:03 PM,0
19,Mayonnaise,Grocery,4 GAL,2,JUG,4,EA,1,1,26.99,1,2/26/2018 11:53:10 AM,0
20,BBQ Sauce,Grocery,CS 39.5lbs,3,JUG,4,OZ-wt,632,9800,39.94,1,2/22/2018 2:57:03 PM,0
21,Macaroni,Grocery,20lb CASE,6,BAG,2,EA,160,2.41,19.82,3,2/26/2018 11:53:10 AM,0
23,Roasted Bell Peppers,Grocery,6# CANS,41,CAN,6,OZ-wt,63.5,1,37.94,3,2/22/2018 2:57:03 PM,0
24,Chopped Clams,Grocery,12x48oz CANS,11,CAN,12,EA,1,1,91.55,1,2/22/2018 2:57:03 PM,0
25,Tomato Juice,Grocery,12x48oz CANS,26,CAN,12,EA,1,1,15.79,1,2/26/2018 11:53:10 AM,0
26,Clam Juice,Grocery,12x48oz CANS,6,CAN,12,EA,1,1,31.37,0,,2
30,Balsamic Vinegar,Grocery,2 x 5 Liter,3.3,JUG,2,OZ-wt,169.07,1,18.5,0,,2
31,Tapatio,Grocery,EA,31,BOTTLE,12,EA,12,1,12.84,0,2/11/2018 12:00:00 AM,2
32,Sriracha,Grocery,12x17oz,28,BOTTLE,12,EA,12,1,18.5,0,2/11/2018 12:00:00 AM,2
33,Chicken Broth,Grocery,4x32oz,3,BOTTLE,4,OZ-wt,1,1,35.99,0,,2
34,Canola Oil,Grocery,35lb JUG,1.4,JUG,1,OZ-wt,800,99,25.05,1,2/19/2018 12:00:00 AM,0
36,Olive Oil,Grocery,6 GAL,6,JUG,6,OZ-fl,128,1,49.95,2,2/26/2018 11:53:10 AM,0
38,Sugar (BROWN),Grocery,25lb,16,QUART,16,CUP,62.5,1,13.88,0,,6
40,Tahini,Grocery,40lbs,0.7,Container,1,OZ-wt,640,1,58.3,0,12/11/2017 12:00:00 AM,2
41,Kalamata Olives,Grocery,6x4.4lbs,19,JAR,6,OZ-wt,64.8,1,47.18,0,2/11/2018 12:00:00 AM,2
42,Lemon Juice,Grocery,4 GAL,4,GAL,4,OZ-wt,128,1,16.72,0,2/15/2018 2:38:32 PM,0
43,Dried Basil,Herbs,12oz,59.4,OZ-wt,24,TBL,274.29,1,9.81,0,12/11/2017 12:00:00 AM,2
44,Thyme,Herbs,2 lbs,138.2,OZ-wt,32,TBL,243.81,1,13.34,0,2/11/2018 12:00:00 AM,2
45,Oregano,Herbs,1.5lbs,115.4,OZ-wt,24,TBL,9.697,1,13.9,0,2/11/2018 12:00:00 AM,2
46,Cumin,Herbs,5lbs,155.2,OZ-wt,80,TBL,5,1,17.47,0,12/11/2017 12:00:00 AM,2
47,Cayenne Pepper,Herbs,5lbs,123.6,OZ-wt,80,TBL,1,1,21.46,0,12/11/2017 12:00:00 AM,2
48,Pepper,Herbs,5lbs,478.6,OZ-wt,80,TBL,3.9,1,25.15,0,2/11/2018 12:00:00 AM,2
49,Salt,Herbs,EA,0.4,Container,1,TBL,615,1,5.9,1,2/19/2018 12:00:00 AM,0
50,Chili Powder,Herbs,6lbs,248.6,OZ-wt,96,TBL,78.05,1,24.43,0,,2
51,Paprika,Herbs,5lbs,253,OZ-wt,80,TBL,36.96,1,16.67,0,2/11/2018 12:00:00 AM,2
54,Yellow Onions,Produce,20lbs,10,BAG,4,OZ-wt,80,1,16.59,5,2/26/2018 11:53:10 AM,0
55,Red Onions,Produce,25lb,0.2,BAG,1,OZ-wt,400,8500,11.75,1,2/26/2018 11:53:10 AM,0
56,Potatoes,Produce,50lb,0.2,1/2 CASE,1,OZ-wt,800,0.85,19.99,1,2/26/2018 11:53:10 AM,0
57,Spinach,Produce,4x2.5lb,5,BAG,4,OZ-wt,160,99,16.5,2,2/26/2018 11:53:10 AM,0
58,Mixed Greens,Produce,3lb,1,BAG,1,OZ-wt,48,9800,5.99,1,2/26/2018 11:53:10 AM,0
59,Mushrooms,Produce,10lb CASE,2,FLAT,1,OZ-wt,160,0.9,16.9,3,2/22/2018 2:57:03 PM,0
60,Cucumbers,Produce,36 COUNT,0.5,CASE,1,OZ-wt,420,950000,19.89,1,2/26/2018 11:53:10 AM,0
61,Tomatoes,Produce,25lb,0.25,CASE,1,OZ-wt,400,0.95,16.71,2,2/26/2018 11:53:10 AM,0
62,Avocado,Produce,60 COUNT,74,EACH,60,EA,24,10000,27.5,1,1/17/2018 3:42:46 PM,0
63,Celery,Produce,24 COUNT,0.9,1/2 CASE,24,BUNCH,1,1,28.35,1,2/22/2018 2:57:03 PM,0
64,Fresh Basil,Produce,1lb,0.25,BAG,1,OZ-wt,16,1,8.99,1,2/26/2018 11:53:10 AM,0
66,Pineapple,Produce,6 COUNT,4,EACH,6,OZ-wt,44,100,16.99,2,2/26/2018 11:53:10 AM,0
71,Garlic Peeled,Produce,5lbs,0,JAR,1,OZ-wt,114.29,1,16.99,1,2/26/2018 11:53:10 AM,0
72,Chicken Breast,Poultry,40lb CASE,1,CASE,1,OZ-wt,640,85,42.53,2,2/26/2018 11:53:10 AM,0
73,Ground Beef,Meats,20lb CASE,2,LOG,2,EA,2,10000,21.355,4,,2
74,Italian Sausage,Meats,20lb CASE,12,BAG,4,OZ-wt,160,91,47.5,3,2/26/2018 11:53:10 AM,0
