Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
75,Bacon Bits,Meats,10lb CASE,0,BAG,2,OZ-wt,80,1,49.99,3,2/26/2018 11:53:10 AM,0
77,Whole Wheat,Bread,EA,112,EACH,1,EA,1,1,0.67,0,,7
78,Biopack #4,Paper Goods,Case,12,Stack,4,Each,40,0.4,39.55,7,2/20/2018 2:03:05 PM,3
79,Water Cups,Paper Goods,2500,13,Sleeve,25,1,2500,1,80.16,1,2/14/2018 12:00:00 AM,3
80,Soufle Lids,Paper Goods,2500,8,Sleeve,25,1,1,1,24.37,1,1/24/2018 12:00:00 AM,3
81,Spoons,Paper Goods,1000,5.5,Sleeve,10,1,1,1,7,1,2/14/2018 12:00:00 AM,3
82,Forks,Paper Goods,1000,12.5,Sleeve,10,1,1,1,20.59,1,2/21/2018 12:00:00 AM,3
85,Wax Paper Sheets,Paper Goods,6000,2,Stack,6,1,1,1,54.65,1,2/21/2018 12:00:00 AM,3
86,Small To-Go Bags,Paper Goods,500,0.6,Case,1,1,1,1,16.21,1,2/14/2018 12:00:00 AM,3
87,Foil Roll,Paper Goods,ROLL,5,1,1,1,1,1,17.65,0,,3
89,To-Go Soup Bowls (16oz),Paper Goods,500,9,Sleeve,10,1,1,1,48.78,1,2/21/2018 12:00:00 AM,3
90,Paper Towels,Paper Goods,4000,15,Sleeve,16,1,1,1,16.11,1,2/21/2018 12:00:00 AM,3
91,To-Go Soup Lids,Paper Goods,500,10,Sleeve,10,1,1,1,42.68,1,2/21/2018 12:00:00 AM,3
92,To-Go Soup Bowls (12oz),Paper Goods,500,5,Sleeve,10,1,1,1,42.68,1,4/24/2017 3:47:00 PM,3
95,Napkins,Paper Goods,6000,14.5,Stack,12,1,1,1,43.23,1,2/21/2018 12:00:00 AM,3
97,Dried Black Beans,Grocery,50lbs,22,Quart,27.414,3.5,1,100,36.99,1,2/19/2018 12:00:00 AM,0
99,Cinnamon,Herbs,5lbs,141,LB,80,OZ-wt,1,1,18.02,0,12/11/2017 12:00:00 AM,2
100,Passion Syrup,Beverage,6/5.5lbs,16,5.5 lbs,6,CUP,7.65,1,60,0,,5
101,Allspice,Herbs,1lb,34.8,OZ-wt,16,TBL,1,1,8.02,0,,2
102,Black Tea,Beverage,(20 x 600g) CASE,27,BAG,20,CUP,5.88,1,110,0,,5
104,Honey,Beverage,5lbs,4.25,JAR,1,CUP,6.96,1,11.99,0,,6
106,24 Oz Cups,Paper Goods,600 COUNT,5,Sleeve,12,Each,1,1,64.75,1,4/25/2017 4:46:00 PM,3
107,Dried Pinto Beans,Grocery,25lb,9,Quart,14.47,8,8,10000,28.69,0,1/24/2018 12:00:00 AM,0
109,Sanitizer,Janitorial,4 GAL,0.7,GALLON,4,1,1,1,93.83,0,,3
110,Poly Gloves,Paper Goods,2000,8,BOX,4,1,1,1,15.8,3,2/21/2018 12:00:00 AM,3
111,Sourdough,Bread,EA,133,EACH,1,1,1,1,0.67,0,,7
112,Dried Garbanzo Beans,Grocery,25lb,34,QUART,13.318,LB,1.877,1,22.93,0,2/15/2018 2:38:32 PM,0
113,Crushed Red Pepper,Herbs,3.5lb,107.6,OZ-wt,56,TBL,1,1,17.15,0,12/11/2017 12:00:00 AM,2
114,Sugar (CANE),Beverage,EA,5,QUART,16,CUP,1,1,30,0,,6
115,16/24 Oz Lids,Paper Goods,1000 CASE,4.5,Sleeve,10,1,1,1,25.51,1,,3
116,Straws,Paper Goods,2000,1,BOX,4,1,1,1,10.06,1,12/5/2017 12:00:00 AM,3
117,16 Oz Cups,Paper Goods,1000 CASE,14,Sleeve,20,1,1,1,54.75,1,,3
118,Large To-Go Bags,Paper Goods,500,1.1,BAG,1,1,1,1,52.81,1,2/14/2018 12:00:00 AM,3
119,Soufle Cups,Paper Goods,2500,2,Sleeve,25,1,1,1,28.99,1,1/24/2018 12:00:00 AM,3
120,Ceramawrap,Paper Goods,2000,1,EACH,1,1,1,1,10.54,1,2/7/2018 11:52:55 AM,3
121,Die-Cut To-Go Bags,Paper Goods,500,0.6,CASE,1,1,1,1,60.34,1,2/14/2018 12:00:00 AM,3
122,Garbage Bags,Janitorial,250,0.9,CASE,1,1,1,1,28.62,1,2/14/2018 12:00:00 AM,3
123,Detergent,Janitorial,5 GAL,1.5,GALLON,1,1,1,1,21.02,0,12/11/2017 12:00:00 AM,2
124,De-Greaser,Janitorial,4 GAL,3,GALLON,4,1,1,1,70,1,2/21/2018 12:00:00 AM,3
125,Bleach,Janitorial,4 GAL,6,GALLON,4,1,1,1,8,1,2/21/2018 12:00:00 AM,3
126,Steel Wool,Janitorial,12 COUNT,8,Sleeve,12,1,1,1,4.62,1,2/14/2018 12:00:00 AM,3
127,Floor Cleaner,Janitorial,3 GAL,4.2,1 GAL,3,1,1,1,73.67,1,,2
128,Bay Leaves,Herbs,16oz,34.2,OZ-wt,16,OZ-wt,1,1,10.48,0,12/11/2017 12:00:00 AM,2
129,Lemonade Base,Beverage,EA,18.1,GALLON,4,1,16,,21.11,0,2/11/2018 12:00:00 AM,2
130,Pink Lemonade Base,Beverage,4 GAL,20.5,GALLON,4,1,1,,22.23,0,2/11/2018 12:00:00 AM,2
131,Jalapenos Nacho Sliced,Grocery,EA,2,CAN,6,OZ-wt,1,,19.99,1,2/26/2018 11:53:10 AM,0
132,Grill Screens,Janitorial,,8,Sleeve,10,EA,1,1,75.68,0,,-1
133,Grill Pads,Janitorial,60 COUNT,2.5,Sleeve,6,1,1,1,69.39,0,,-1
134,Buttermilk,Dairy,EA,5,1/2 GALLON,6,EA,1,1,9.89,1,,-1
135,Hidden Valley Ranch,Grocery,EA,11,EACH,18,EA,1,1,37.79,0,,-1
