Id,Name,LastPurchasedPrice,Conversion,PurchasedUnit,Category,Count,CountUnit,RecipeUnit,RecipeUnitConversion,Yield,LastOrderAmount,LastPurchasedDate,LastVendorId
0,Mozzarella,54.49,6,CASE 30lb,Dairy,4,5lb BAG,OZ-wt,80,1,1,2/6/2018 11:33:43 AM,0
1,Cheddar,40.69,4,CASE 20lb,Dairy,5,5lb BAG,OZ-wt,80,1,1,2/6/2018 11:33:43 AM,0
2,Pepper Jack,42.85,4,CASE 20lb,Dairy,1,5lb BAG,OZ-wt,80,1,1,2/6/2018 11:33:43 AM,0
3,Feta,55.39,1,33lbs,Dairy,2,5lb BAG,OZ-wt,160,1,2,12/11/2017 12:00:00 AM,2
4,Butter,84.99,30,CASE 30lb,Dairy,0,1lb,OZ-wt,16,1,1,1/29/2018 12:00:00 AM,0
5,Sour Cream,13.99,2,2 x 5lb,Dairy,0,GALLON,OZ-wt,16,1,1,1/21/2018 12:00:00 AM,0
6,Heavy Cream,5.99,1,1/2 Gallon,Dairy,3,1/2 GALLON,CUP,48,1,3,2/2/2018 12:40:38 PM,6
8,Eggs,9.91,6,15 DOZEN,Dairy,2,TRAY,EA,180,95,1,2/6/2018 11:33:18 AM,0
9,Whole Milk,5.49,2,2 GALLON,Dairy,35,GALLON,CUP,16,100,28,11/19/2017 5:48:36 PM,6
11,Pesto,106,2,2/22lb,Dairy,1,BAG,OZ-wt,4,970000,1,2/6/2018 11:33:43 AM,0
13,Pizza Sauce,23,6,6# CANS,Grocery,0,CAN,EA,6,100,1,2/6/2018 11:33:43 AM,0
14,Stewed Tomatoes,15.79,6,6# CANS,Grocery,7,CAN,EA,6,100,1,2/6/2018 11:33:43 AM,0
18,Artichoke Hearts,57.5,6,6# CANS,Grocery,6,CAN,OZ-wt,324,10000,1,2/6/2018 11:33:43 AM,2
19,Mayonnaise,26.89,4,4 GAL,Grocery,0,JUG,EA,4,10000,1,2/6/2018 11:33:18 AM,0
20,BBQ Sauce,48.79,4,CS 39.5lbs,Grocery,0,JUG,OZ-wt,632,9800,1,1/29/2018 12:00:00 AM,0
21,Macaroni,17.82,2,20lb CASE,Grocery,0,BAG,EA,160,2.41,6,2/6/2018 11:33:43 AM,0
23,Roasted Bell Peppers,37.44,6,6# CANS,Grocery,0,CAN,OZ-wt,360,98,1,2/6/2018 11:33:43 AM,0
24,Chopped Clams,91,12,12x48oz CANS,Grocery,13,CAN,EA,12,100,1,2/6/2018 11:33:43 AM,0
25,Tomato Juice,15.79,12,12x48oz CANS,Grocery,8,CAN,EA,12,100,1,2/6/2018 11:33:43 AM,0
26,Clam Juice,31.37,12,12x48oz CANS,Grocery,0,CAN,EA,12,100,1,1/29/2018 12:00:00 AM,0
30,Balsamic Vinegar,17.95,2,2 x 5 Liter,Grocery,2.4,JUG,OZ-wt,169.07,100,0,4/24/2017 3:47:00 PM,2
31,Tapatio,18.99,12,EA,Grocery,4,BOTTLE,EA,12,10000,0,1/21/2018 12:00:00 AM,0
32,Sriracha,25.89,12,12x17oz,Grocery,0,BOTTLE,EA,12,100,0,1/21/2018 12:00:00 AM,0
33,Chicken Broth,35.99,4,4x32oz,Grocery,4,BOTTLE,OZ-wt,1,100,0,4/24/2017 3:47:00 PM,2
34,Canola Oil,24.8,1,35lb JUG,Grocery,0,JUG,OZ-wt,800,99,1,1/29/2018 12:00:00 AM,0
36,Olive Oil,50.8,6,6 GAL,Grocery,0,JUG,OZ-fl,128,99,1,2/6/2018 11:33:43 AM,0
38,Sugar (BROWN),13.88,16,25lb,Grocery,8,QUART,CUP,62.5,10000,0,12/28/2016 11:52:00 AM,6
40,Tahini,58.3,1,40lbs,Grocery,0.7,LB,OZ-wt,640,9800,1,12/11/2017 12:00:00 AM,2
41,Kalamata Olives,63.52,6,6x4.4lbs,Grocery,12,JAR,OZ-wt,64.8,10000,3,12/11/2017 12:00:00 AM,2
42,Lemon Juice,16.69,4,1 Gal,Grocery,8,GAL,OZ-wt,128,100,1,12/11/2017 12:00:00 AM,2
43,Dried Basil,9.81,12,12oz,Herbs,72.4,OZ-wt,TBL,274.29,100,1,12/11/2017 12:00:00 AM,2
44,Thyme,13.33,32,2 lbs,Herbs,110.2,OZ-wt,TBL,243.81,100,2,12/11/2017 12:00:00 AM,2
45,Oregano,13.88,24,1.5lbs,Herbs,137.2,OZ-wt,TBL,232.73,100,2,12/11/2017 12:00:00 AM,2
46,Cumin,17.47,80,4.5lbs,Herbs,104.4,OZ-wt,TBL,360,100,1,12/11/2017 12:00:00 AM,2
47,Cayenne Pepper,21.46,80,5lbs,Herbs,47.6,OZ-wt,TBL,1,1,1,12/11/2017 12:00:00 AM,2
48,Pepper,33.9,80,5lbs,Herbs,0,OZ-wt,TBL,312.2,100,1,2/6/2018 11:33:43 AM,2
49,Salt,5.9,1,EA,Herbs,0,Container,TBL,615,100,1,1/29/2018 12:00:00 AM,0
50,Chili Powder,24.41,96,6lbs,Herbs,176,OZ-wt,TBL,78.05,100,1,,2
51,Paprika,20.58,80,5lbs,Herbs,131.2,OZ-wt,TBL,36.96,1E+08,1,12/11/2017 12:00:00 AM,2
54,Yellow Onions,16.95,4,20lbs,Produce,2,BAG,OZ-wt,800,85,8,2/6/2018 11:33:43 AM,0
55,Red Onions,9.15,1,25lb,Produce,0.5,BAG,OZ-wt,400,8500,1,2/6/2018 11:33:43 AM,0
56,Potatoes,17.47,1,50lb,Produce,1.1,1/2 CASE,OZ-wt,800,850000,1,2/6/2018 11:33:43 AM,0
57,Spinach,16.5,4,4x2.5lb,Produce,4,BAG,OZ-wt,160,99,3,2/6/2018 11:33:43 AM,0
